Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
adeen,N,5,"['ad', '##een']",1,0.6,636.42,1.0
adfle,N,5,"['ad', '##fl', '##e']",2,0.4,525.95,1.0
adfler,N,6,"['ad', '##fl', '##er']",2,0.5,567.05,1.0
adfles,N,6,"['ad', '##fl', '##es']",2,0.5,564.0,1.0
adhands,N,7,"['ad', '##hand', '##s']",2,0.57,634.51,0.98
adhirds,N,7,"['ad', '##hi', '##r', '##ds']",3,0.43,680.45,0.98
adhist,N,6,"['ad', '##hi', '##st']",2,0.5,670.28,0.98
adiffs,N,6,"['ad', '##iff', '##s']",2,0.5,558.92,1.0
adle,N,4,"['ad', '##le']",1,0.5,710.69,0.7
adlears,N,7,"['ad', '##le', '##ars']",2,0.57,622.74,1.0
adleys,N,6,"['ad', '##ley', '##s']",2,0.5,609.58,1.0
adloss,N,6,"['ad', '##loss']",1,0.67,591.3,1.0
adly,N,4,"['ad', '##ly']",1,0.5,650.5,0.98
admar,N,5,"['adm', '##ar']",1,0.6,562.56,1.0
admueurs,N,8,"['adm', '##ue', '##urs']",2,0.62,600.62,1.0
admuffs,N,7,"['adm', '##uff', '##s']",2,0.57,679.13,1.0
admugned,N,8,"['adm', '##ug', '##ned']",2,0.62,648.45,1.0
admunds,N,7,"['adm', '##und', '##s']",2,0.57,661.49,0.98
admurst,N,7,"['adm', '##urs', '##t']",2,0.57,655.3,1.0
adom,N,4,"['ad', '##om']",1,0.5,615.21,0.95
adsen,N,5,"['ad', '##sen']",1,0.6,585.54,1.0
adstied,N,7,"['ad', '##st', '##ied']",2,0.57,694.92,1.0
adter,N,5,"['ad', '##ter']",1,0.6,565.84,1.0
advioned,N,8,"['adv', '##ion', '##ed']",2,0.62,661.86,1.0
adwocked,N,8,"['ad', '##wo', '##ck', '##ed']",3,0.5,606.15,1.0
adwoke,N,6,"['ad', '##wo', '##ke']",2,0.5,600.27,0.97
adwolds,N,7,"['ad', '##wo', '##ld', '##s']",3,0.43,617.05,1.0
adwosks,N,7,"['ad', '##wo', '##s', '##ks']",3,0.43,582.67,1.0
adwouched,N,9,"['ad', '##wo', '##uch', '##ed']",3,0.56,632.37,1.0
adwourts,N,8,"['ad', '##wo', '##urt', '##s']",3,0.5,608.76,1.0
aecher,N,6,"['a', '##ech', '##er']",2,0.5,555.28,1.0
aekom,N,5,"['a', '##ek', '##om']",2,0.4,560.42,1.0
aertion,N,7,"['aer', '##t', '##ion']",2,0.57,581.34,0.97
aesful,N,6,"['a', '##es', '##ful']",2,0.5,559.23,0.98
afalt,N,5,"['af', '##alt']",1,0.6,558.3,1.0
afas,N,4,"['af', '##as']",1,0.5,561.63,1.0
afed,N,4,"['af', '##ed']",1,0.5,564.97,1.0
afel,N,4,"['af', '##el']",1,0.5,537.61,0.97
afept,N,5,"['af', '##ept']",1,0.6,562.97,0.98
afepts,N,6,"['af', '##ept', '##s']",2,0.5,539.28,1.0
aferes,N,6,"['af', '##ere', '##s']",2,0.5,535.23,0.98
aferned,N,7,"['af', '##erne', '##d']",2,0.57,647.56,0.98
afes,N,4,"['af', '##es']",1,0.5,561.44,1.0
affeal,N,6,"['aff', '##e', '##al']",2,0.5,664.11,0.92
affecks,N,7,"['aff', '##ec', '##ks']",2,0.57,721.91,0.87
affelts,N,7,"['aff', '##elt', '##s']",2,0.57,548.22,1.0
affends,N,7,"['aff', '##ends']",1,0.71,697.44,0.75
afflane,N,7,"['aff', '##la', '##ne']",2,0.57,614.0,0.89
afflarts,N,8,"['aff', '##lar', '##ts']",2,0.62,618.05,1.0
affolds,N,7,"['aff', '##old', '##s']",2,0.57,713.03,0.84
affope,N,6,"['aff', '##ope']",1,0.67,564.15,1.0
afforts,N,7,"['aff', '##ort', '##s']",2,0.57,763.75,0.8
affranes,N,8,"['affr', '##anes']",1,0.75,616.7,0.97
affrins,N,7,"['affr', '##ins']",1,0.71,652.88,1.0
affrows,N,7,"['affr', '##ows']",1,0.71,617.69,0.95
affug,N,5,"['aff', '##ug']",1,0.6,537.75,1.0
affund,N,6,"['aff', '##und']",1,0.67,633.97,1.0
affurned,N,8,"['aff', '##urn', '##ed']",2,0.62,609.81,0.98
affuse,N,6,"['aff', '##use']",1,0.67,670.44,0.79
affuth,N,6,"['aff', '##uth']",1,0.67,555.85,1.0
afia,N,4,"['af', '##ia']",1,0.5,612.31,0.97
afoins,N,6,"['af', '##oi', '##n', '##s']",3,0.33,557.78,1.0
afoods,N,6,"['af', '##ood', '##s']",2,0.5,585.03,1.0
afoys,N,5,"['af', '##oy', '##s']",2,0.4,547.24,0.98
afress,N,6,"['af', '##ress']",1,0.67,582.28,1.0
afrome,N,6,"['af', '##ro', '##me']",2,0.5,592.1,1.0
afrons,N,6,"['af', '##ron', '##s']",2,0.5,691.6,0.9
afrorm,N,6,"['af', '##ro', '##r', '##m']",3,0.33,655.62,0.98
afstint,N,7,"['af', '##st', '##int']",2,0.57,532.1,1.0
aftus,N,5,"['af', '##t', '##us']",2,0.4,545.38,1.0
agbuct,N,6,"['ag', '##b', '##uc', '##t']",3,0.33,602.06,0.95
agelier,N,7,"['age', '##lie', '##r']",2,0.57,736.78,1.0
agemess,N,7,"['age', '##mes', '##s']",2,0.57,679.68,1.0
agfor,N,5,"['ag', '##for']",1,0.6,548.95,1.0
agfors,N,6,"['ag', '##for', '##s']",2,0.5,539.55,1.0
aggect,N,6,"['ag', '##ge', '##ct']",2,0.5,596.92,1.0
aggess,N,6,"['ag', '##ges', '##s']",2,0.5,591.85,0.92
aggey,N,5,"['ag', '##ge', '##y']",2,0.4,626.95,1.0
aggeys,N,6,"['ag', '##ge', '##ys']",2,0.5,551.78,1.0
aggraimed,N,9,"['ag', '##gra', '##ime', '##d']",3,0.56,658.58,1.0
aggraims,N,8,"['ag', '##gra', '##im', '##s']",3,0.5,643.46,1.0
aggrues,N,7,"['ag', '##gr', '##ues']",2,0.57,679.75,0.95
aghect,N,6,"['ag', '##he', '##ct']",2,0.5,544.65,1.0
aghonced,N,8,"['ag', '##ho', '##n', '##ced']",3,0.5,560.95,1.0
agift,N,5,"['ag', '##ift']",1,0.6,652.38,0.97
agims,N,5,"['ag', '##im', '##s']",2,0.4,550.95,1.0
agincts,N,7,"['ag', '##inc', '##ts']",2,0.57,595.9,1.0
agive,N,5,"['ag', '##ive']",1,0.6,644.72,1.0
agix,N,4,"['ag', '##ix']",1,0.5,577.87,1.0
agler,N,5,"['ag', '##ler']",1,0.6,639.49,0.97
agok,N,4,"['ago', '##k']",1,0.5,573.68,0.97
agope,N,5,"['ago', '##pe']",1,0.6,599.38,0.98
agright,N,7,"['agr', '##ight']",1,0.71,693.71,1.0
agshess,N,7,"['ag', '##sh', '##ess']",2,0.57,600.73,1.0
agstess,N,7,"['ag', '##ste', '##s', '##s']",3,0.43,587.44,0.98
agtrain,N,7,"['ag', '##tra', '##in']",2,0.57,625.95,1.0
agtrained,N,9,"['ag', '##tra', '##ined']",2,0.67,650.52,1.0
agur,N,4,"['agu', '##r']",1,0.5,618.79,0.85
ahoits,N,6,"['ah', '##oit', '##s']",2,0.5,565.43,1.0
ahokes,N,6,"['ah', '##oke', '##s']",2,0.5,611.37,1.0
ahor,N,4,"['ah', '##or']",1,0.5,606.63,0.95
ahord,N,5,"['ah', '##ord']",1,0.6,611.81,0.98
ahords,N,6,"['ah', '##ord', '##s']",2,0.5,612.18,0.95
ahries,N,6,"['ah', '##rie', '##s']",2,0.5,555.47,1.0
ahun,N,4,"['ah', '##un']",1,0.5,585.02,1.0
aice,N,4,"['ai', '##ce']",1,0.5,611.17,1.0
aices,N,5,"['ai', '##ces']",1,0.6,599.32,1.0
aicipes,N,7,"['ai', '##ci', '##pes']",2,0.57,566.43,0.97
aier,N,4,"['ai', '##er']",1,0.5,563.76,1.0
aight,N,5,"['ai', '##g', '##ht']",2,0.4,728.25,0.95
aights,N,6,"['ai', '##g', '##ht', '##s']",3,0.33,694.39,0.92
ailpay,N,6,"['ai', '##l', '##p', '##ay']",3,0.33,612.08,1.0
ailpays,N,7,"['ai', '##l', '##p', '##ays']",3,0.43,682.45,1.0
ainfogue,N,8,"['ai', '##n', '##fo', '##gue']",3,0.5,602.15,1.0
ainlibes,N,8,"['ai', '##n', '##li', '##bes']",3,0.5,568.58,1.0
ains,N,4,"['ai', '##n', '##s']",2,0.25,637.21,0.95
aints,N,5,"['ai', '##n', '##ts']",2,0.4,655.97,0.92
aipse,N,5,"['ai', '##ps', '##e']",2,0.4,559.0,0.95
aipsed,N,6,"['ai', '##ps', '##ed']",2,0.5,597.47,1.0
airclaps,N,8,"['air', '##cl', '##aps']",2,0.62,679.23,0.9
airclime,N,8,"['air', '##cl', '##ime']",2,0.62,638.74,1.0
airclimes,N,9,"['air', '##cl', '##imes']",2,0.67,656.49,0.97
airclip,N,7,"['air', '##cl', '##ip']",2,0.57,784.29,0.66
aircul,N,6,"['air', '##cul']",1,0.67,662.92,1.0
airdess,N,7,"['air', '##des', '##s']",2,0.57,707.68,0.95
airdraw,N,7,"['air', '##dr', '##aw']",2,0.57,703.65,0.8
airdraws,N,8,"['air', '##dr', '##aw', '##s']",3,0.5,751.83,0.79
airflails,N,9,"['air', '##fl', '##ail', '##s']",3,0.56,713.84,1.0
airflift,N,8,"['air', '##fl', '##ift']",2,0.62,937.0,0.45
airgroin,N,8,"['air', '##gro', '##in']",2,0.62,659.52,1.0
airguild,N,8,"['air', '##g', '##uil', '##d']",3,0.5,767.89,0.95
airguilds,N,9,"['air', '##g', '##uil', '##ds']",3,0.56,763.82,0.92
airn,N,4,"['air', '##n']",1,0.5,619.61,1.0
airnos,N,6,"['air', '##nos']",1,0.67,612.5,1.0
airplop,N,7,"['air', '##pl', '##op']",2,0.57,708.31,0.92
airshall,N,8,"['air', '##sh', '##all']",2,0.62,670.08,0.95
airsouth,N,8,"['air', '##s', '##outh']",2,0.62,660.35,0.98
airstares,N,9,"['air', '##st', '##ares']",2,0.67,713.22,0.95
airstash,N,8,"['air', '##st', '##ash']",2,0.62,757.75,0.97
airstay,N,7,"['air', '##st', '##ay']",2,0.57,848.55,0.82
airstrums,N,9,"['air', '##stru', '##m', '##s']",3,0.56,747.12,0.88
aistnale,N,8,"['ai', '##st', '##na', '##le']",3,0.5,578.13,1.0
aists,N,5,"['ai', '##st', '##s']",2,0.4,575.38,1.0
aiths,N,5,"['ait', '##h', '##s']",2,0.4,538.42,1.0
aits,N,4,"['ait', '##s']",1,0.5,564.78,0.97
aive,N,4,"['ai', '##ve']",1,0.5,607.36,0.99
aives,N,5,"['ai', '##ves']",1,0.6,579.05,0.97
aize,N,4,"['ai', '##ze']",1,0.5,588.67,1.0
ajeqous,N,7,"['aj', '##e', '##q', '##ous']",3,0.43,623.05,1.0
ajoin,N,5,"['aj', '##oi', '##n']",2,0.4,751.89,0.48
akcul,N,5,"['a', '##k', '##cul']",2,0.4,535.18,0.98
akde,N,4,"['a', '##k', '##de']",2,0.25,536.4,1.0
akes,N,4,"['a', '##ke', '##s']",2,0.25,599.85,1.0
akhs,N,4,"['a', '##k', '##h', '##s']",3,0.0,571.72,0.98
akrade,N,6,"['a', '##kra', '##de']",2,0.5,620.92,1.0
alade,N,5,"['al', '##ade']",1,0.6,621.54,0.98
alamp,N,5,"['al', '##amp']",1,0.6,595.78,1.0
alap,N,4,"['al', '##ap']",1,0.5,638.0,0.92
alaves,N,6,"['al', '##aves']",1,0.67,570.77,0.98
alawn,N,5,"['al', '##aw', '##n']",2,0.4,629.32,1.0
albole,N,6,"['al', '##bol', '##e']",2,0.5,588.13,1.0
albolls,N,7,"['al', '##bol', '##ls']",2,0.57,539.05,0.98
albust,N,6,"['al', '##b', '##ust']",2,0.5,637.22,1.0
alcas,N,5,"['alc', '##as']",1,0.6,591.81,1.0
alcimin,N,7,"['alc', '##imin']",1,0.71,624.42,1.0
alcirans,N,8,"['alc', '##ira', '##n', '##s']",3,0.5,591.08,1.0
aldims,N,6,"['ald', '##im', '##s']",2,0.5,610.92,1.0
alesray,N,7,"['ale', '##s', '##ray']",2,0.57,669.79,1.0
alfives,N,7,"['al', '##f', '##ives']",2,0.57,597.56,1.0
alfpard,N,7,"['al', '##f', '##par', '##d']",3,0.43,579.25,1.0
aliels,N,6,"['al', '##iels']",1,0.67,633.25,0.97
alked,N,5,"['al', '##ked']",1,0.6,562.19,0.97
alkoe,N,5,"['al', '##ko', '##e']",2,0.4,548.03,1.0
alks,N,4,"['al', '##ks']",1,0.5,543.77,0.97
allaced,N,7,"['all', '##ace', '##d']",2,0.57,691.08,0.95
allahed,N,7,"['all', '##ah', '##ed']",2,0.57,558.6,1.0
allald,N,6,"['all', '##ald']",1,0.67,534.65,1.0
allaled,N,7,"['all', '##aled']",1,0.71,632.11,0.97
allape,N,6,"['all', '##ape']",1,0.67,619.61,1.0
allaps,N,6,"['all', '##aps']",1,0.67,565.08,0.95
allar,N,5,"['all', '##ar']",1,0.6,681.68,0.92
alldess,N,7,"['all', '##des', '##s']",2,0.57,595.15,1.0
alldets,N,7,"['all', '##de', '##ts']",2,0.57,593.58,1.0
allim,N,5,"['all', '##im']",1,0.6,611.68,0.97
allint,N,6,"['all', '##int']",1,0.67,597.11,1.0
allired,N,7,"['all', '##ired']",1,0.71,610.13,1.0
allob,N,5,"['all', '##ob']",1,0.6,548.62,1.0
allops,N,6,"['all', '##ops']",1,0.67,605.55,0.98
allou,N,5,"['all', '##ou']",1,0.6,575.22,1.0
allound,N,7,"['all', '##ound']",1,0.71,736.34,0.98
allsit,N,6,"['all', '##s', '##it']",2,0.5,610.6,0.92
allye,N,5,"['all', '##ye']",1,0.6,548.11,1.0
almed,N,5,"['alm', '##ed']",1,0.6,629.41,0.92
almstreck,N,9,"['alm', '##stre', '##ck']",2,0.67,588.5,1.0
aloid,N,5,"['al', '##oid']",1,0.6,598.19,0.97
aloiled,N,7,"['al', '##oi', '##led']",2,0.57,665.46,1.0
alolds,N,6,"['al', '##old', '##s']",2,0.5,575.63,1.0
alord,N,5,"['al', '##ord']",1,0.6,688.0,0.88
aloss,N,5,"['al', '##oss']",1,0.6,713.58,0.92
alped,N,5,"['al', '##ped']",1,0.6,659.52,0.78
alpen,N,5,"['al', '##pen']",1,0.6,685.0,0.28
alping,N,6,"['al', '##p', '##ing']",2,0.5,738.93,0.8
alsehorts,N,9,"['als', '##e', '##hor', '##ts']",3,0.56,659.28,1.0
alspouch,N,8,"['als', '##po', '##uch']",2,0.62,632.0,1.0
alsund,N,6,"['als', '##und']",1,0.67,571.95,1.0
alsunds,N,7,"['als', '##und', '##s']",2,0.57,583.06,1.0
althos,N,6,"['alt', '##ho', '##s']",2,0.5,598.7,0.95
altzed,N,6,"['alt', '##ze', '##d']",2,0.5,601.24,0.99
alvim,N,5,"['al', '##vi', '##m']",2,0.4,556.29,1.0
alylls,N,6,"['al', '##yl', '##ls']",2,0.5,597.11,1.0
amape,N,5,"['am', '##ape']",1,0.6,645.57,1.0
amately,N,7,"['am', '##ately']",1,0.71,711.4,1.0
amaus,N,5,"['am', '##au', '##s']",2,0.4,555.63,0.98
ambent,N,6,"['amb', '##ent']",1,0.67,731.06,0.88
ambents,N,7,"['amb', '##ents']",1,0.71,686.19,0.84
ambert,N,6,"['amb', '##ert']",1,0.67,646.46,1.0
amberts,N,7,"['amb', '##ert', '##s']",2,0.57,626.84,0.98
ambess,N,6,"['amb', '##ess']",1,0.67,633.65,1.0
ambessed,N,8,"['amb', '##esse', '##d']",2,0.62,750.31,0.95
ambets,N,6,"['amb', '##ets']",1,0.67,640.11,0.92
ambic,N,5,"['amb', '##ic']",1,0.6,645.06,0.9
ambind,N,6,"['amb', '##ind']",1,0.67,637.85,1.0
ambs,N,4,"['amb', '##s']",1,0.5,623.95,1.0
amcars,N,6,"['am', '##car', '##s']",2,0.5,565.51,0.98
amed,N,4,"['am', '##ed']",1,0.5,662.93,0.91
ameg,N,4,"['am', '##eg']",1,0.5,559.24,0.98
ameshed,N,7,"['am', '##es', '##hed']",2,0.57,650.8,0.87
amett,N,5,"['am', '##ett']",1,0.6,593.37,1.0
amhance,N,7,"['am', '##han', '##ce']",2,0.57,718.68,1.0
amho,N,4,"['am', '##ho']",1,0.5,561.76,0.97
amiance,N,7,"['am', '##iance']",1,0.71,728.35,0.85
amias,N,5,"['am', '##ias']",1,0.6,635.23,0.98
amibed,N,6,"['am', '##ib', '##ed']",2,0.5,596.31,0.98
amion,N,5,"['am', '##ion']",1,0.6,608.54,0.98
amiques,N,7,"['am', '##iques']",1,0.71,653.16,0.92
amise,N,5,"['am', '##ise']",1,0.6,671.32,0.84
amives,N,6,"['am', '##ives']",1,0.67,573.39,1.0
amler,N,5,"['am', '##ler']",1,0.6,624.66,1.0
amlers,N,6,"['am', '##ler', '##s']",2,0.5,625.78,1.0
amlo,N,4,"['am', '##lo']",1,0.5,535.15,1.0
amlos,N,5,"['am', '##los']",1,0.6,547.74,1.0
ammedes,N,7,"['am', '##med', '##es']",2,0.57,639.64,0.98
ammet,N,5,"['am', '##met']",1,0.6,603.97,1.0
ammete,N,6,"['am', '##met', '##e']",2,0.5,643.55,0.98
ammict,N,6,"['am', '##mi', '##ct']",2,0.5,557.13,1.0
amna,N,4,"['am', '##na']",1,0.5,559.76,0.98
amning,N,6,"['am', '##ning']",1,0.67,618.1,1.0
amns,N,4,"['am', '##n', '##s']",2,0.25,604.54,1.0
amom,N,4,"['am', '##om']",1,0.5,694.59,0.98
amoubt,N,6,"['am', '##ou', '##b', '##t']",3,0.33,636.31,0.98
ampaigns,N,8,"['amp', '##aign', '##s']",2,0.62,612.55,1.0
ampgrair,N,8,"['amp', '##gra', '##ir']",2,0.62,612.21,1.0
ampgrairs,N,9,"['amp', '##gra', '##ir', '##s']",3,0.56,624.18,1.0
ampist,N,6,"['amp', '##ist']",1,0.67,718.37,0.95
ampiste,N,7,"['amp', '##iste']",1,0.71,615.36,1.0
amplal,N,6,"['ampl', '##al']",1,0.67,578.55,1.0
amrays,N,6,"['am', '##ray', '##s']",2,0.5,614.75,0.97
amsha,N,5,"['am', '##sh', '##a']",2,0.4,527.84,1.0
amsice,N,6,"['am', '##s', '##ice']",2,0.5,542.98,1.0
amsine,N,6,"['am', '##s', '##ine']",2,0.5,583.46,0.98
amtan,N,5,"['am', '##ta', '##n']",2,0.4,554.22,1.0
amwere,N,6,"['am', '##wer', '##e']",2,0.5,552.92,1.0
amwight,N,7,"['am', '##w', '##ight']",2,0.57,643.36,0.98
anacs,N,5,"['an', '##ac', '##s']",2,0.4,563.15,1.0
anains,N,6,"['an', '##ains']",1,0.67,580.15,1.0
anarms,N,6,"['an', '##arm', '##s']",2,0.5,597.6,1.0
anbet,N,5,"['an', '##bet']",1,0.6,561.84,1.0
anbrams,N,7,"['an', '##bra', '##m', '##s']",3,0.43,565.28,1.0
anceards,N,8,"['an', '##ce', '##ards']",2,0.62,597.85,1.0
anced,N,5,"['an', '##ced']",1,0.6,628.86,0.92
anch,N,4,"['an', '##ch']",1,0.5,661.16,0.87
ancher,N,6,"['an', '##cher']",1,0.67,801.05,0.63
anches,N,6,"['an', '##ches']",1,0.67,694.43,0.92
anchpays,N,8,"['an', '##ch', '##p', '##ays']",3,0.5,619.68,1.0
anchta,N,6,"['an', '##cht', '##a']",2,0.5,587.97,1.0
ancilled,N,8,"['anci', '##lle', '##d']",2,0.62,652.92,0.97
ancing,N,6,"['anci', '##n', '##g']",2,0.5,645.23,0.92
ancoose,N,7,"['an', '##co', '##ose']",2,0.57,564.13,0.98
ancs,N,4,"['an', '##c', '##s']",2,0.25,578.47,1.0
ancy,N,4,"['an', '##cy']",1,0.5,613.0,1.0
andas,N,5,"['and', '##as']",1,0.6,592.46,0.98
andow,N,5,"['and', '##ow']",1,0.6,576.38,0.98
andrar,N,6,"['and', '##ra', '##r']",2,0.5,596.87,1.0
andrars,N,7,"['and', '##ra', '##r', '##s']",3,0.43,598.88,1.0
anea,N,4,"['an', '##e', '##a']",2,0.25,597.5,0.98
aneat,N,5,"['an', '##e', '##at']",2,0.4,561.33,1.0
