Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
aarschein,N,9,"['aar', 'sche', 'in']",2,0.67,634.5,1.0
aarsien,N,7,"['aar', 's', 'i', 'en']",3,0.43,611.68,0.97
aarst,N,5,"['aar', 's', 't']",2,0.4,729.37,0.92
aarstands,N,9,"['aar', 'stand', 's']",2,0.67,711.67,0.95
aartol,N,6,"['aarto', 'l']",1,0.67,620.03,1.0
aarwel,N,6,"['aar', 'wel']",1,0.67,703.46,1.0
aarwouw,N,7,"['aar', 'w', 'ouw']",2,0.57,633.72,1.0
aat,N,3,['aat'],0,0.67,704.59,1.0
aatslas,N,7,"['aat', 's', 'las']",2,0.57,584.35,1.0
ab,N,2,"['a', 'b']",1,0.0,626.21,0.9
abant,N,5,"['a', 'ban', 't']",2,0.4,607.64,1.0
abbes,N,5,"['a', 'b', 'bes']",2,0.4,600.85,1.0
abdent,N,6,"['a', 'b', 'de', 'n', 't']",4,0.17,654.71,0.97
abert,N,5,"['a', 'bert']",1,0.6,643.87,1.0
abras,N,5,"['a', 'bra', 's']",2,0.4,652.55,0.92
abree,N,5,"['a', 'bre', 'e']",2,0.4,586.86,0.95
absald,N,6,"['abs', 'al', 'd']",2,0.5,628.39,1.0
absept,N,6,"['abs', 'e', 'p', 't']",3,0.33,688.09,0.95
abstrelt,N,8,"['abs', 't', 'rel', 't']",3,0.5,609.56,1.0
abte,N,4,"['a', 'b', 'te']",2,0.25,734.35,0.74
achterds,N,8,"['achter', 'd', 's']",2,0.62,752.47,1.0
achtjaan,N,8,"['acht', 'j', 'aan']",2,0.62,744.0,0.97
achts,N,5,"['acht', 's']",1,0.6,836.83,0.62
acool,N,5,"['a', 'cool']",1,0.6,664.28,1.0
acteept,N,7,"['act', 'eept']",1,0.71,702.38,0.97
aden,N,4,['aden'],0,0.75,672.87,1.0
adgent,N,6,"['a', 'd', 'gen', 't']",3,0.33,630.36,1.0
adhees,N,6,"['a', 'd', 'he', 'e', 's']",4,0.17,575.28,1.0
adim,N,4,"['a', 'di', 'm']",2,0.25,547.87,1.0
adit,N,4,"['a', 'dit']",1,0.5,579.64,1.0
adooi,N,5,"['a', 'd', 'ooi']",2,0.4,594.79,1.0
adrak,N,5,"['a', 'dra', 'k']",2,0.4,601.28,1.0
adries,N,6,"['a', 'drie', 's']",2,0.5,693.78,0.97
aduus,N,5,"['a', 'du', 'us']",2,0.4,600.36,0.95
adwel,N,5,"['a', 'd', 'wel']",2,0.4,583.08,1.0
adzie,N,5,"['a', 'd', 'zie']",2,0.4,575.54,1.0
aeik,N,4,"['a', 'e', 'ik']",2,0.25,562.31,1.0
afbinst,N,7,"['af', 'b', 'in', 's', 't']",4,0.29,627.59,1.0
afbrenk,N,7,"['afbre', 'n', 'k']",2,0.57,696.62,0.95
afdrijk,N,7,"['af', 'd', 'rijk']",2,0.57,661.08,0.97
afdrook,N,7,"['af', 'd', 'rook']",2,0.57,686.81,0.9
afes,N,4,"['af', 'e', 's']",2,0.25,576.65,0.97
afgas,N,5,"['af', 'gas']",1,0.6,772.74,0.87
afhoen,N,6,"['af', 'hoe', 'n']",2,0.5,628.55,1.0
afhoer,N,6,"['af', 'hoe', 'r']",2,0.5,685.88,0.92
afmoer,N,6,"['af', 'moer']",1,0.67,654.31,0.95
afmorst,N,7,"['af', 'm', 'orst']",2,0.57,648.33,0.9
afschef,N,7,"['af', 's', 'chef']",2,0.57,706.43,0.9
aftacht,N,7,"['af', 't', 'acht']",2,0.57,677.84,0.95
aftad,N,5,"['afta', 'd']",1,0.6,645.78,0.95
aftijn,N,6,"['af', 't', 'ijn']",2,0.5,620.82,1.0
afuun,N,5,"['af', 'uu', 'n']",2,0.4,558.21,1.0
afwers,N,6,"['af', 'wer', 's']",2,0.5,673.08,1.0
ag,N,2,['ag'],0,0.5,588.87,1.0
aghu,N,4,"['ag', 'hu']",1,0.5,536.41,1.0
aghu's,N,6,"['ag', 'hu', ""'"", 's']",3,0.33,560.44,1.0
agi,N,3,['agi'],0,0.67,561.87,0.97
ahs,N,3,"['a', 'h', 's']",2,0.0,550.0,1.0
aillan,N,6,"['a', 'illa', 'n']",2,0.5,585.59,1.0
ain,N,3,"['a', 'in']",1,0.33,569.92,1.0
ak,N,2,['ak'],0,0.5,639.78,0.95
ake,N,3,['ake'],0,0.67,612.61,0.97
akhums,N,6,"['ak', 'hu', 'm', 's']",3,0.33,583.44,1.0
akind,N,5,"['a', 'kind']",1,0.6,563.89,1.0
akkeeld,N,7,"['akke', 'eld']",1,0.71,594.95,1.0
akkent,N,6,"['akken', 't']",1,0.67,620.95,0.97
akloop,N,6,"['ak', 'loop']",1,0.67,609.03,1.0
akse,N,4,['akse'],0,0.75,638.44,1.0
akter,N,5,"['akt', 'er']",1,0.6,697.32,0.92
akwal,N,5,"['a', 'kwal']",1,0.6,576.24,0.97
alars,N,5,"['al', 'ars']",1,0.6,634.65,0.95
albecht,N,7,"['al', 'b', 'echt']",2,0.57,648.26,0.97
alde,N,4,"['al', 'de']",1,0.5,572.21,1.0
aldenkt,N,7,"['al', 'denkt']",1,0.71,659.87,1.0
alders,N,6,"['al', 'ders']",1,0.67,661.03,1.0
aldes,N,5,"['al', 'de', 's']",2,0.4,594.66,0.97
aleem,N,5,"['al', 'e', 'e', 'm']",3,0.2,550.95,0.97
alerf,N,5,"['al', 'er', 'f']",2,0.4,633.87,1.0
alfaar,N,6,"['al', 'f', 'aar']",2,0.5,668.39,0.97
alfjaar,N,7,"['al', 'f', 'jaar']",2,0.57,730.95,1.0
algang,N,6,"['al', 'gang']",1,0.67,641.32,0.9
algel,N,5,"['al', 'gel']",1,0.6,600.37,1.0
algoei,N,6,"['al', 'goei']",1,0.67,591.84,0.97
alhom,N,5,"['al', 'h', 'om']",2,0.4,611.18,1.0
almeid,N,6,"['al', 'meid']",1,0.67,614.39,1.0
almes,N,5,"['al', 'me', 's']",2,0.4,624.59,1.0
alteems,N,7,"['al', 'te', 'e', 'm', 's']",4,0.29,640.55,0.97
altisch,N,7,"['al', 'tisch']",1,0.71,726.17,0.92
alvang,N,6,"['al', 'van', 'g']",2,0.5,702.24,0.97
alve,N,4,"['al', 've']",1,0.5,600.18,1.0
alvier,N,6,"['al', 'vier']",1,0.67,693.83,0.97
ambtaan,N,7,"['ambt', 'aan']",1,0.71,756.38,1.0
ame,N,3,"['a', 'me']",1,0.33,695.44,0.95
amfer,N,5,"['am', 'f', 'er']",2,0.4,615.53,0.92
amliep,N,6,"['am', 'liep']",1,0.67,616.22,0.95
amme,N,4,['amme'],0,0.75,618.56,1.0
ammer,N,5,['ammer'],0,0.8,621.11,0.92
amnaan,N,6,"['am', 'n', 'aan']",2,0.5,661.33,1.0
amoen,N,5,"['a', 'mo', 'en']",2,0.4,562.97,1.0
ampkrag,N,7,"['amp', 'kra', 'g']",2,0.57,583.59,1.0
ampkrig,N,7,"['amp', 'k', 'rig']",2,0.57,667.19,1.0
amplaas,N,7,"['amp', 'laas']",1,0.71,632.15,1.0
ampland,N,7,"['amp', 'land']",1,0.71,587.74,0.97
amret,N,5,"['am', 'r', 'e', 't']",3,0.2,554.26,1.0
ams,N,3,"['am', 's']",1,0.33,600.85,1.0
amschaak,N,8,"['am', 'schaak']",1,0.75,646.32,1.0
amslaan,N,7,"['am', 'slaan']",1,0.71,704.92,0.97
amstuk,N,6,"['am', 'stuk']",1,0.67,718.26,1.0
amtrand,N,7,"['am', 't', 'rand']",2,0.57,624.1,1.0
amvocht,N,7,"['am', 'vocht']",1,0.71,610.62,1.0
anam,N,4,"['a', 'nam']",1,0.5,584.54,1.0
anda,N,4,"['an', 'da']",1,0.5,591.95,1.0
andang,N,6,"['an', 'dan', 'g']",2,0.5,596.74,1.0
andicht,N,7,"['an', 'dicht']",1,0.71,585.74,1.0
andooi,N,6,"['and', 'ooi']",1,0.67,590.79,1.0
andos,N,5,"['and', 'o', 's']",2,0.4,562.9,1.0
anen,N,4,"['an', 'en']",1,0.5,626.58,0.97
anghoord,N,8,"['ang', 'hoor', 'd']",2,0.62,633.21,1.0
anghoordt,N,9,"['ang', 'hoor', 'd', 't']",3,0.56,638.79,1.0
angrans,N,7,"['an', 'gran', 's']",2,0.57,613.73,1.0
angstzwaam,N,10,"['angst', 'zwaa', 'm']",2,0.7,825.43,0.92
angszee,N,7,"['angs', 'ze', 'e']",2,0.57,632.7,1.0
angt,N,4,"['ang', 't']",1,0.5,784.5,0.36
annast,N,6,"['an', 'n', 'ast']",2,0.5,584.46,1.0
annue,N,5,"['an', 'nu', 'e']",2,0.4,670.65,1.0
anpo,N,4,"['an', 'po']",1,0.5,560.79,1.0
anre,N,4,"['an', 'r', 'e']",2,0.25,577.33,1.0
anren,N,5,"['an', 'ren']",1,0.6,595.74,1.0
ansels,N,6,"['anse', 'l', 's']",2,0.5,594.97,1.0
antrog,N,6,"['an', 't', 'r', 'og']",3,0.33,551.59,0.97
antsteel,N,8,"['an', 't', 'steel']",2,0.62,604.73,0.97
anveen,N,6,"['an', 'v', 'een']",2,0.5,588.95,0.97
anver,N,5,"['an', 'ver']",1,0.6,612.29,1.0
anwaar,N,6,"['an', 'waar']",1,0.67,634.74,1.0
anwin,N,5,"['an', 'w', 'in']",2,0.4,595.32,0.97
anzecht,N,7,"['an', 'z', 'echt']",2,0.57,615.66,1.0
anzert,N,6,"['an', 'z', 'er', 't']",3,0.33,623.21,1.0
anzucht,N,7,"['an', 'zucht']",1,0.71,697.54,0.97
ap,N,2,['ap'],0,0.5,639.73,0.95
apaan,N,5,"['ap', 'aan']",1,0.6,582.32,1.0
apel,N,4,"['a', 'pel']",1,0.5,713.93,0.74
apers,N,5,"['a', 'pers']",1,0.6,663.94,0.92
apgels,N,6,"['ap', 'gels']",1,0.67,603.43,0.97
apneet,N,6,"['ap', 'n', 'e', 'e', 't']",4,0.17,590.79,1.0
apos,N,4,"['a', 'pos']",1,0.5,591.7,0.97
appen,N,5,['appen'],0,0.8,655.63,0.95
appes,N,5,"['app', 'e', 's']",2,0.4,628.28,1.0
appis,N,5,"['app', 'is']",1,0.6,574.23,1.0
aps,N,3,['aps'],0,0.67,583.0,0.95
apteer,N,6,"['ap', 'te', 'er']",2,0.5,632.0,1.0
aptiem,N,6,"['a', 'ptie', 'm']",2,0.5,616.18,1.0
ard,N,3,['ard'],0,0.67,570.33,1.0
ardaak,N,6,"['ard', 'aak']",1,0.67,570.95,0.97
arder,N,5,['arder'],0,0.8,653.89,1.0
ardeur,N,6,"['ar', 'deur']",1,0.67,596.75,1.0
ardog,N,5,"['ardo', 'g']",1,0.6,599.5,1.0
arf,N,3,"['ar', 'f']",1,0.33,629.5,1.0
arkee,N,5,"['ark', 'e', 'e']",2,0.4,589.77,1.0
arkweef,N,7,"['ark', 'weef']",1,0.71,598.08,1.0
armers,N,6,"['armer', 's']",1,0.67,855.54,0.74
arnast,N,6,"['ar', 'n', 'ast']",2,0.5,622.33,1.0
arnient,N,7,"['ar', 'n', 'i', 'en', 't']",4,0.29,598.58,1.0
arrijd,N,6,"['ar', 'rijd']",1,0.67,594.13,0.97
arschrift,N,9,"['ar', 'schrift']",1,0.78,630.47,0.97
arschrikt,N,9,"['ar', 'schrik', 't']",2,0.67,673.71,1.0
arsel,N,5,"['ars', 'el']",1,0.6,651.55,1.0
arsels,N,6,"['ar', 'sels']",1,0.67,625.92,0.95
arsen,N,5,['arsen'],0,0.8,670.26,0.95
arslag,N,6,"['ar', 'slag']",1,0.67,634.46,1.0
artij,N,5,"['art', 'ij']",1,0.6,627.33,1.0
artocht,N,7,"['ar', 'toch', 't']",2,0.57,675.39,0.97
arvaar,N,6,"['ar', 'vaar']",1,0.67,626.5,0.97
arweg,N,5,"['ar', 'weg']",1,0.6,588.54,0.97
arwies,N,6,"['ar', 'wie', 's']",2,0.5,579.36,0.97
arza,N,4,"['ar', 'za']",1,0.5,559.92,1.0
arzie,N,5,"['ar', 'zie']",1,0.6,584.33,1.0
asca's,N,6,"['a', 'sca', ""'"", 's']",3,0.33,614.11,1.0
asen,N,4,"['as', 'en']",1,0.5,730.21,0.92
asfonk,N,6,"['as', 'f', 'on', 'k']",3,0.33,635.74,0.97
asgaan,N,6,"['as', 'gaan']",1,0.67,619.61,1.0
asgroef,N,7,"['as', 'groe', 'f']",2,0.57,609.6,1.0
asha,N,4,"['as', 'ha']",1,0.5,640.43,0.95
ashaar,N,6,"['as', 'haar']",1,0.67,641.54,1.0
asho,N,4,"['as', 'ho']",1,0.5,548.46,1.0
askad,N,5,"['aska', 'd']",1,0.6,560.92,1.0
asker,N,5,"['as', 'ker']",1,0.6,708.97,0.97
askers,N,6,"['as', 'kers']",1,0.67,679.47,0.92
asleer,N,6,"['as', 'leer']",1,0.67,648.38,0.97
asmars,N,6,"['as', 'mars']",1,0.67,615.03,1.0
asnact,N,6,"['as', 'n', 'act']",2,0.5,615.62,1.0
asser,N,5,['asser'],0,0.8,624.14,0.95
assiek,N,6,"['assie', 'k']",1,0.67,660.19,1.0
asstel,N,6,"['as', 'stel']",1,0.67,677.92,1.0
astee,N,5,"['a', 'stee']",1,0.6,581.23,1.0
asts,N,4,"['ast', 's']",1,0.5,626.1,1.0
asuun,N,5,"['as', 'uu', 'n']",2,0.4,587.23,1.0
ate,N,3,"['at', 'e']",1,0.33,607.32,1.0
atel,N,4,"['at', 'el']",1,0.5,597.62,0.97
atens,N,5,"['at', 'en', 's']",2,0.4,629.9,1.0
atert,N,5,"['ater', 't']",1,0.6,631.41,1.0
atgal,N,5,"['at', 'g', 'al']",2,0.4,554.08,0.97
aths,N,4,"['at', 'h', 's']",2,0.25,550.42,0.97
atkang,N,6,"['at', 'kan', 'g']",2,0.5,581.3,1.0
atrim,N,5,"['at', 'rim']",1,0.6,623.95,1.0
atroer,N,6,"['at', 'roer']",1,0.67,565.82,0.97
atroop,N,6,"['a', 'troop']",1,0.67,615.08,0.97
ats,N,3,"['at', 's']",1,0.33,620.79,0.97
atslond,N,7,"['at', 's', 'lon', 'd']",3,0.43,601.97,0.97
atter,N,5,['atter'],0,0.8,636.42,0.97
atzas,N,5,"['at', 'za', 's']",2,0.4,589.55,1.0
aulaars,N,7,"['a', 'u', 'laars']",2,0.57,604.59,1.0
auleer,N,6,"['a', 'u', 'leer']",2,0.5,644.97,0.97
aupurg,N,6,"['a', 'up', 'urg']",2,0.5,561.34,1.0
aurast,N,6,"['a', 'ur', 'ast']",2,0.5,639.47,1.0
avels,N,5,['avels'],0,0.8,594.53,1.0
aven,N,4,['aven'],0,0.75,628.68,0.95
averst,N,6,"['a', 'verst']",1,0.67,668.36,0.97
avinst,N,6,"['a', 'vin', 's', 't']",3,0.33,576.36,1.0
ax,N,2,['ax'],0,0.5,586.0,0.92
azems,N,5,"['a', 'ze', 'm', 's']",3,0.2,630.13,0.97
azzes,N,5,"['a', 'z', 'zes']",2,0.4,567.69,1.0
ba's,N,4,"['ba', ""'"", 's']",2,0.25,649.29,1.0
baadgaard,N,9,"['baa', 'd', 'gaard']",2,0.67,722.79,0.97
baadstronk,N,10,"['baa', 'd', 'stron', 'k']",3,0.6,727.83,0.97
baadwerk,N,8,"['baa', 'd', 'werk']",2,0.62,710.69,1.0
baaf,N,4,"['ba', 'af']",1,0.5,689.67,0.87
baag,N,4,"['baa', 'g']",1,0.5,643.64,1.0
baagt,N,5,"['b', 'aagt']",1,0.6,633.84,1.0
baaiend,N,7,"['b', 'aaien', 'd']",2,0.57,798.0,0.77
baakschap,N,9,"['b', 'aak', 'schap']",2,0.67,687.05,0.97
baam,N,4,"['baa', 'm']",1,0.5,693.72,0.95
baamde,N,6,"['baa', 'm', 'de']",2,0.5,721.7,0.82
baamgriep,N,9,"['baa', 'm', 'griep']",2,0.67,649.78,0.97
baap,N,4,"['baa', 'p']",1,0.5,586.18,0.97
baarsen,N,7,"['baar', 's', 'en']",2,0.57,775.04,0.69
baarsten,N,8,"['baarste', 'n']",1,0.75,825.97,0.95
baartlui,N,8,"['baar', 't', 'lui']",2,0.62,693.81,1.0
baastman,N,8,"['baas', 't', 'man']",2,0.62,708.47,1.0
baatmerg,N,8,"['baat', 'm', 'erg']",2,0.62,671.28,1.0
bab,N,3,['bab'],0,0.67,651.86,0.97
bacht,N,5,"['b', 'acht']",1,0.6,778.61,0.92
bachten,N,7,"['b', 'achten']",1,0.71,712.97,0.92
bachter,N,7,"['b', 'achter']",1,0.71,658.0,0.95
bachtjes,N,8,"['bach', 'tjes']",1,0.75,674.62,1.0
bachtte,N,7,"['b', 'acht', 'te']",2,0.57,731.11,0.9
bachtten,N,8,"['b', 'acht', 't', 'en']",3,0.5,720.91,0.92
bactris,N,7,"['bac', 't', 'r', 'is']",3,0.43,652.13,1.0
badgad,N,6,"['bad', 'ga', 'd']",2,0.5,718.39,0.9
badhots,N,7,"['bad', 'hots']",1,0.71,654.32,0.97
badsen,N,6,"['bad', 's', 'en']",2,0.5,666.84,1.0
badses,N,6,"['bad', 's', 'e', 's']",3,0.33,611.56,1.0
badstaard,N,9,"['bad', 's', 't', 'aard']",3,0.56,855.54,0.82
badu,N,4,"['bad', 'u']",1,0.5,596.54,1.0
badwiep,N,7,"['bad', 'wie', 'p']",2,0.57,665.15,1.0
baf,N,3,"['b', 'af']",1,0.33,724.12,0.82
bafdoe,N,6,"['b', 'af', 'doe']",2,0.5,607.59,1.0
bafel,N,5,"['b', 'afel']",1,0.6,627.82,0.97
bafin,N,5,"['b', 'af', 'in']",2,0.4,615.26,1.0
bafjes,N,6,"['ba', 'fjes']",1,0.67,705.44,0.95
bafrand,N,7,"['b', 'af', 'rand']",2,0.57,605.49,0.97
baft,N,4,"['b', 'af', 't']",2,0.25,705.6,0.92
bagden,N,6,"['bag', 'de', 'n']",2,0.5,632.7,1.0
bagen,N,5,"['b', 'agen']",1,0.6,701.47,0.97
bagjus,N,6,"['bag', 'jus']",1,0.67,617.44,1.0
bai,N,3,['bai'],0,0.67,601.59,1.0
baims,N,5,"['bai', 'm', 's']",2,0.4,588.55,0.97
bair,N,4,"['b', 'air']",1,0.5,662.2,0.92
bakhoed,N,7,"['bak', 'hoe', 'd']",2,0.57,713.82,0.87
bakke,N,5,['bakke'],0,0.8,704.49,0.92
bakmuits,N,8,"['bak', 'm', 'uit', 's']",3,0.5,731.14,1.0
bakmuw,N,6,"['bak', 'm', 'uw']",2,0.5,598.55,1.0
bakstel,N,7,"['bakste', 'l']",1,0.71,701.67,0.72
bakstels,N,8,"['bakste', 'l', 's']",2,0.62,781.7,0.87
bakwerk,N,7,"['bak', 'werk']",1,0.71,736.31,0.38
baldet,N,6,"['bal', 'de', 't']",2,0.5,679.05,1.0
baldien,N,7,"['bal', 'die', 'n']",2,0.57,638.61,1.0
baldin,N,6,"['bal', 'd', 'in']",2,0.5,671.79,1.0
balept,N,6,"['bal', 'e', 'p', 't']",3,0.33,607.16,1.0
balfuwt,N,7,"['bal', 'f', 'uw', 't']",3,0.43,612.26,1.0
balgert,N,7,"['bal', 'ger', 't']",2,0.57,605.41,0.97
balget,N,6,"['bal', 'ge', 't']",2,0.5,626.26,1.0
balig,N,5,"['ba', 'lig']",1,0.6,774.77,0.82
balik,N,5,"['bal', 'ik']",1,0.6,566.5,0.97
balin,N,5,"['bal', 'in']",1,0.6,639.17,0.92
balla,N,5,"['ball', 'a']",1,0.6,645.71,1.0
balle,N,5,"['b', 'alle']",1,0.6,750.27,0.85
ballpicks,N,9,"['ball', 'pick', 's']",2,0.67,638.58,1.0
balme,N,5,"['bal', 'me']",1,0.6,602.21,0.97
balven,N,6,"['bal', 'ven']",1,0.67,589.95,1.0
bam,N,3,"['ba', 'm']",1,0.33,698.37,0.74
bamaat,N,6,"['ba', 'maat']",1,0.67,611.84,1.0
bamdees,N,7,"['ba', 'm', 'de', 'e', 's']",4,0.29,605.42,1.0
bamen,N,5,"['b', 'amen']",1,0.6,685.11,0.97
bamier,N,6,"['bami', 'er']",1,0.67,651.82,1.0
bammen,N,6,"['b', 'ammen']",1,0.67,696.47,0.95
bamp,N,4,"['b', 'amp']",1,0.5,564.46,1.0
bamser,N,6,"['ba', 'm', 's', 'er']",3,0.33,607.79,1.0
bamweg,N,6,"['ba', 'm', 'weg']",2,0.5,618.3,0.95
banbons,N,7,"['ban', 'bons']",1,0.71,704.68,0.97
bancon,N,6,"['ban', 'con']",1,0.67,771.68,0.72
bandins,N,7,"['band', 'in', 's']",2,0.57,636.87,1.0
baneer,N,6,"['ban', 'e', 'er']",2,0.5,627.51,1.0
banjaar,N,7,"['ban', 'jaar']",1,0.71,648.57,0.9
bankeert,N,8,"['bank', 'eert']",1,0.75,764.03,0.87
bankhaaf,N,8,"['bank', 'haaf']",1,0.75,676.81,0.97
bankrein,N,8,"['bank', 'r', 'e', 'in']",3,0.5,731.58,0.97
bannens,N,7,"['banne', 'n', 's']",2,0.57,642.94,0.95
bannons,N,7,"['ban', 'n', 'ons']",2,0.57,668.17,0.95
banon,N,5,"['ban', 'on']",1,0.6,734.71,0.79
bans,N,4,"['ban', 's']",1,0.5,717.22,0.97
banze,N,5,"['ban', 'ze']",1,0.6,593.79,1.0
bap,N,3,"['ba', 'p']",1,0.33,639.86,0.92
bapen,N,5,"['b', 'apen']",1,0.6,609.84,0.97
bapje,N,5,"['ba', 'p', 'je']",2,0.4,650.74,1.0
bapjes,N,6,"['b', 'apjes']",1,0.67,634.37,0.97
bappen,N,6,"['b', 'appen']",1,0.67,632.18,0.97
bapte,N,5,"['ba', 'p', 'te']",2,0.4,615.03,1.0
bardjas,N,7,"['bar', 'd', 'jas']",2,0.57,720.09,0.92
bargaart,N,8,"['bar', 'g', 'aar', 't']",3,0.5,638.68,1.0
bargdall,N,8,"['bar', 'g', 'd', 'all']",3,0.5,600.76,0.97
barhoord,N,8,"['bar', 'hoor', 'd']",2,0.62,657.03,1.0
barin,N,5,"['bar', 'in']",1,0.6,755.07,0.79
barkje,N,6,"['bar', 'k', 'je']",2,0.5,673.83,0.95
barkjes,N,7,"['bar', 'kjes']",1,0.71,697.71,0.92
barmde,N,6,"['bar', 'm', 'de']",2,0.5,667.37,0.9
barsen,N,6,"['bars', 'en']",1,0.67,779.62,0.72
barte,N,5,"['bar', 'te']",1,0.6,666.13,0.97
barten,N,6,"['bar', 't', 'en']",2,0.5,705.28,0.95
bartjes,N,7,"['bar', 'tjes']",1,0.71,730.06,0.92
barts,N,5,"['b', 'arts']",1,0.6,660.56,0.9
bartte,N,6,"['bar', 't', 'te']",2,0.5,649.69,0.92
bartten,N,7,"['bar', 't', 't', 'en']",3,0.43,689.18,0.97
barzier,N,7,"['bar', 'zier']",1,0.71,632.94,0.97
basbaal,N,7,"['bas', 'baal']",1,0.71,685.54,1.0
baseft,N,6,"['bas', 'eft']",1,0.67,622.53,0.97
basmes,N,6,"['bas', 'me', 's']",2,0.5,647.14,1.0
basoopt,N,7,"['bas', 'oopt']",1,0.71,597.67,1.0
bassat,N,6,"['bass', 'at']",1,0.67,591.08,0.97
bastet,N,6,"['bas', 'te', 't']",2,0.5,646.49,0.97
bastoorns,N,9,"['ba', 'stoorn', 's']",2,0.67,652.0,1.0
bastoots,N,8,"['ba', 'stoot', 's']",2,0.62,603.89,1.0
batak,N,5,"['ba', 'tak']",1,0.6,707.64,1.0
batans,N,6,"['b', 'at', 'ans']",2,0.5,663.71,1.0
bater,N,5,"['b', 'ater']",1,0.6,709.28,0.74
baters,N,6,"['b', 'aters']",1,0.67,673.23,0.74
batgrond,N,8,"['b', 'at', 'grond']",2,0.62,650.41,1.0
batje,N,5,"['b', 'at', 'je']",2,0.4,723.5,0.74
batpad,N,6,"['b', 'at', 'pad']",2,0.5,693.35,0.97
baven,N,5,"['ba', 'ven']",1,0.6,671.47,0.9
baver,N,5,"['ba', 'ver']",1,0.6,669.78,0.95
baxen,N,5,"['b', 'ax', 'en']",2,0.4,651.5,0.97
bazeegd,N,7,"['ba', 'ze', 'e', 'g', 'd']",4,0.29,638.68,0.97
beaart,N,6,"['be', 'aar', 't']",2,0.5,660.83,0.97
beaasd,N,6,"['be', 'aas', 'd']",2,0.5,648.32,0.97
