,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
35,abslete,N,7,"['ab', 'sle', 'te']",2,0.57
36,absletes,N,8,"['abs', 'let', 'es']",2,0.62
37,absord,N,6,"['abs', 'ord']",1,0.67
38,absords,N,7,"['abs', 'or', 'ds']",2,0.57
39,absost,N,6,"['ab', 'so', 'st']",2,0.5
40,absosts,N,7,"['ab', 'so', 'sts']",2,0.57
41,absount,N,7,"['abs', 'ount']",1,0.71
42,absounts,N,8,"['abs', 'oun', 'ts']",2,0.62
43,abstrade,N,8,"['ab', 'str', 'ade']",2,0.62
44,abstrides,N,9,"['ab', 'str', 'ides']",2,0.67
45,abstuened,N,9,"['ab', 'st', 'u', 'ened']",3,0.56
46,abstuent,N,8,"['ab', 'st', 'u', 'ent']",3,0.5
47,absuse,N,6,"['ab', 'su', 'se']",2,0.5
48,absused,N,7,"['abs', 'used']",1,0.71
49,abud,N,4,"['ab', 'ud']",1,0.5
50,abusts,N,6,"['ab', 'ust', 's']",2,0.5
51,abvid,N,5,"['ab', 'vid']",1,0.6
52,abwipt,N,6,"['ab', 'w', 'ip', 't']",3,0.33
53,acaned,N,6,"['ac', 'an', 'ed']",2,0.5
54,acax,N,4,"['ac', 'ax']",1,0.5
55,accar,N,5,"['acc', 'ar']",1,0.6
56,accars,N,6,"['acc', 'ars']",1,0.67
57,acclo,N,5,"['ac', 'clo']",1,0.6
58,accrieve,N,8,"['ac', 'cr', 'ie', 've']",3,0.5
59,accrieved,N,9,"['ac', 'cr', 'ie', 'ved']",3,0.56
60,accrond,N,7,"['ac', 'cr', 'ond']",2,0.57
61,accubes,N,7,"['acc', 'ub', 'es']",2,0.57
62,accult,N,6,"['acc', 'ult']",1,0.67
63,accune,N,6,"['acc', 'une']",1,0.67
64,accurd,N,6,"['accur', 'd']",1,0.67
65,accures,N,7,"['acc', 'ures']",1,0.71
66,accusts,N,7,"['acc', 'ust', 's']",2,0.57
67,aced,N,4,"['ac', 'ed']",1,0.5
68,achens,N,6,"['ach', 'ens']",1,0.67
69,achms,N,5,"['ach', 'ms']",1,0.6
70,achop,N,5,"['ach', 'op']",1,0.6
71,aciss,N,5,"['ac', 'iss']",1,0.6
72,acive,N,5,"['ac', 'ive']",1,0.6
73,acks,N,4,['acks'],0,0.75
74,acloot,N,6,"['ac', 'lo', 'ot']",2,0.5
75,acnant,N,6,"['ac', 'n', 'ant']",2,0.5
76,acone,N,5,"['ac', 'one']",1,0.6
77,acorked,N,7,"['ac', 'ork', 'ed']",2,0.57
78,acqure,N,6,"['acqu', 're']",1,0.67
79,acqured,N,7,"['acqu', 'red']",1,0.71
80,acreds,N,6,"['ac', 'reds']",1,0.67
81,acruist,N,7,"['ac', 'ru', 'ist']",2,0.57
82,acsuakes,N,8,"['ac', 'su', 'akes']",2,0.62
83,acter,N,5,['acter'],0,0.8
84,acters,N,6,['acters'],0,0.83
85,actot,N,5,"['ac', 'to', 't']",2,0.4
86,acung,N,5,"['ac', 'ung']",1,0.6
87,adaints,N,7,"['ad', 'ain', 'ts']",2,0.57
88,adbells,N,7,"['ad', 'bell', 's']",2,0.57
89,adbly,N,5,"['ad', 'bly']",1,0.6
90,adbries,N,7,"['ad', 'br', 'ies']",2,0.57
91,adbu,N,4,"['ad', 'bu']",1,0.5
92,adbys,N,5,"['ad', 'by', 's']",2,0.4
93,adcorb,N,6,"['ad', 'cor', 'b']",2,0.5
94,adcorbs,N,7,"['ad', 'cor', 'bs']",2,0.57
95,adcorts,N,7,"['ad', 'c', 'ort', 's']",3,0.43
96,addal,N,5,"['add', 'al']",1,0.6
97,addaled,N,7,"['add', 'al', 'ed']",2,0.57
98,addave,N,6,"['add', 'ave']",1,0.67
99,adday,N,5,"['ad', 'day']",1,0.6
100,addeared,N,8,"['ad', 'de', 'ared']",2,0.62
101,addend,N,6,"['add', 'end']",1,0.67
102,addends,N,7,"['add', 'ends']",1,0.71
103,addralt,N,7,"['ad', 'dr', 'al', 't']",3,0.43
104,addre,N,5,"['add', 're']",1,0.6
105,addume,N,6,"['add', 'ume']",1,0.67
106,addunds,N,7,"['add', 'un', 'ds']",2,0.57
107,addured,N,7,"['add', 'ured']",1,0.71
108,addushed,N,8,"['add', 'ush', 'ed']",2,0.62
109,adeen,N,5,"['ade', 'en']",1,0.6
110,adfle,N,5,"['ad', 'fle']",1,0.6
111,adfler,N,6,"['ad', 'fl', 'er']",2,0.5
112,adfles,N,6,"['ad', 'fl', 'es']",2,0.5
113,adhands,N,7,"['ad', 'hands']",1,0.71
114,adhirds,N,7,"['ad', 'h', 'ir', 'ds']",3,0.43
115,adhist,N,6,"['ad', 'hist']",1,0.67
116,adiffs,N,6,"['ad', 'iff', 's']",2,0.5
117,adle,N,4,"['ad', 'le']",1,0.5
118,adlears,N,7,"['ad', 'lear', 's']",2,0.57
119,adleys,N,6,"['ad', 'le', 'ys']",2,0.5
120,adloss,N,6,"['ad', 'loss']",1,0.67
121,adly,N,4,"['ad', 'ly']",1,0.5
122,admar,N,5,"['ad', 'mar']",1,0.6
123,admueurs,N,8,"['ad', 'm', 'ue', 'urs']",3,0.5
124,admuffs,N,7,"['ad', 'm', 'uff', 's']",3,0.43
125,admugned,N,8,"['ad', 'm', 'ug', 'ned']",3,0.5
126,admunds,N,7,"['ad', 'm', 'un', 'ds']",3,0.43
127,admurst,N,7,"['ad', 'mur', 'st']",2,0.57
128,adom,N,4,"['ad', 'om']",1,0.5
129,adsen,N,5,"['ad', 'sen']",1,0.6
130,adstied,N,7,"['ad', 'st', 'ied']",2,0.57
131,adter,N,5,"['ad', 'ter']",1,0.6
132,advioned,N,8,"['adv', 'ion', 'ed']",2,0.62
133,adwocked,N,8,"['ad', 'wo', 'ck', 'ed']",3,0.5
134,adwoke,N,6,"['ad', 'wo', 'ke']",2,0.5
135,adwolds,N,7,"['ad', 'w', 'old', 's']",3,0.43
136,adwosks,N,7,"['ad', 'wo', 'sk', 's']",3,0.43
137,adwouched,N,9,"['ad', 'w', 'ou', 'ched']",3,0.56
138,adwourts,N,8,"['ad', 'w', 'our', 'ts']",3,0.5
139,aecher,N,6,"['a', 'ech', 'er']",2,0.5
140,aekom,N,5,"['a', 'ek', 'om']",2,0.4
141,aertion,N,7,"['a', 'er', 'tion']",2,0.57
142,aesful,N,6,"['a', 'es', 'ful']",2,0.5
143,afalt,N,5,"['af', 'al', 't']",2,0.4
144,afas,N,4,"['af', 'as']",1,0.5
145,afed,N,4,"['af', 'ed']",1,0.5
146,afel,N,4,"['a', 'fe', 'l']",2,0.25
147,afept,N,5,"['a', 'fe', 'pt']",2,0.4
148,afepts,N,6,"['a', 'fe', 'p', 'ts']",3,0.33
149,aferes,N,6,"['af', 'er', 'es']",2,0.5
150,aferned,N,7,"['af', 'er', 'ned']",2,0.57
151,afes,N,4,"['af', 'es']",1,0.5
152,affeal,N,6,"['af', 'fe', 'al']",2,0.5
153,affecks,N,7,"['af', 'fe', 'ck', 's']",3,0.43
154,affelts,N,7,"['af', 'fe', 'l', 'ts']",3,0.43
155,affends,N,7,"['aff', 'ends']",1,0.71
156,afflane,N,7,"['af', 'fl', 'ane']",2,0.57
157,afflarts,N,8,"['af', 'fl', 'art', 's']",3,0.5
158,affolds,N,7,"['aff', 'old', 's']",2,0.57
159,affope,N,6,"['aff', 'ope']",1,0.67
160,afforts,N,7,"['af', 'forts']",1,0.71
161,affranes,N,8,"['af', 'fr', 'an', 'es']",3,0.5
162,affrins,N,7,"['af', 'fr', 'ins']",2,0.57
163,affrows,N,7,"['af', 'fr', 'ows']",2,0.57
164,affug,N,5,"['aff', 'ug']",1,0.6
165,affund,N,6,"['af', 'fund']",1,0.67
166,affurned,N,8,"['aff', 'urn', 'ed']",2,0.62
167,affuse,N,6,"['aff', 'use']",1,0.67
168,affuth,N,6,"['aff', 'u', 'th']",2,0.5
169,afia,N,4,"['af', 'ia']",1,0.5
170,afoins,N,6,"['af', 'o', 'ins']",2,0.5
171,afoods,N,6,"['af', 'o', 'od', 's']",3,0.33
172,afoys,N,5,"['af', 'o', 'ys']",2,0.4
173,afress,N,6,"['af', 'ress']",1,0.67
174,afrome,N,6,"['a', 'from', 'e']",2,0.5
175,afrons,N,6,"['a', 'fr', 'ons']",2,0.5
176,afrorm,N,6,"['a', 'fr', 'or', 'm']",3,0.33
177,afstint,N,7,"['af', 'st', 'int']",2,0.57
178,aftus,N,5,"['aft', 'us']",1,0.6
179,agbuct,N,6,"['ag', 'bu', 'ct']",2,0.5
180,agelier,N,7,"['age', 'lier']",1,0.71
181,agemess,N,7,"['ag', 'em', 'ess']",2,0.57
182,agfor,N,5,"['ag', 'for']",1,0.6
183,agfors,N,6,"['ag', 'for', 's']",2,0.5
184,aggect,N,6,"['ag', 'ge', 'ct']",2,0.5
185,aggess,N,6,"['ag', 'g', 'ess']",2,0.5
186,aggey,N,5,"['ag', 'ge', 'y']",2,0.4
187,aggeys,N,6,"['ag', 'ge', 'ys']",2,0.5
188,aggraimed,N,9,"['ag', 'gr', 'aim', 'ed']",3,0.56
189,aggraims,N,8,"['ag', 'gr', 'aim', 's']",3,0.5
190,aggrues,N,7,"['ag', 'gr', 'ues']",2,0.57
191,aghect,N,6,"['ag', 'he', 'ct']",2,0.5
192,aghonced,N,8,"['ag', 'hon', 'ced']",2,0.62
193,agift,N,5,"['ag', 'ift']",1,0.6
194,agims,N,5,"['ag', 'im', 's']",2,0.4
195,agincts,N,7,"['ag', 'in', 'ct', 's']",3,0.43
196,agive,N,5,"['ag', 'ive']",1,0.6
197,agix,N,4,"['ag', 'ix']",1,0.5
198,agler,N,5,"['ag', 'ler']",1,0.6
199,agok,N,4,"['ag', 'ok']",1,0.5
200,agope,N,5,"['ag', 'ope']",1,0.6
201,agright,N,7,"['ag', 'right']",1,0.71
202,agshess,N,7,"['ag', 'sh', 'ess']",2,0.57
203,agstess,N,7,"['ag', 'st', 'ess']",2,0.57
204,agtrain,N,7,"['ag', 'train']",1,0.71
205,agtrained,N,9,"['ag', 'train', 'ed']",2,0.67
206,agur,N,4,"['ag', 'ur']",1,0.5
207,ahoits,N,6,"['a', 'ho', 'its']",2,0.5
208,ahokes,N,6,"['ah', 'ok', 'es']",2,0.5
209,ahor,N,4,"['ah', 'or']",1,0.5
210,ahord,N,5,"['ah', 'ord']",1,0.6
211,ahords,N,6,"['ah', 'or', 'ds']",2,0.5
212,ahries,N,6,"['ah', 'ries']",1,0.67
213,ahun,N,4,"['ah', 'un']",1,0.5
214,aice,N,4,"['a', 'ice']",1,0.5
215,aices,N,5,"['a', 'ices']",1,0.6
216,aicipes,N,7,"['a', 'icip', 'es']",2,0.57
217,aier,N,4,"['a', 'ier']",1,0.5
218,aight,N,5,"['a', 'ight']",1,0.6
219,aights,N,6,"['a', 'ights']",1,0.67
220,ailpay,N,6,"['ail', 'pay']",1,0.67
221,ailpays,N,7,"['ail', 'pay', 's']",2,0.57
222,ainfogue,N,8,"['ain', 'fo', 'gue']",2,0.62
223,ainlibes,N,8,"['ain', 'li', 'b', 'es']",3,0.5
224,ains,N,4,"['ain', 's']",1,0.5
225,aints,N,5,"['ain', 'ts']",1,0.6
226,aipse,N,5,"['a', 'ip', 'se']",2,0.4
227,aipsed,N,6,"['a', 'ip', 'sed']",2,0.5
228,airclaps,N,8,"['air', 'cl', 'aps']",2,0.62
229,airclime,N,8,"['air', 'cl', 'ime']",2,0.62
230,airclimes,N,9,"['air', 'cl', 'imes']",2,0.67
231,airclip,N,7,"['air', 'cli', 'p']",2,0.57
232,aircul,N,6,"['air', 'c', 'ul']",2,0.5
233,airdess,N,7,"['air', 'd', 'ess']",2,0.57
234,airdraw,N,7,"['air', 'draw']",1,0.71
235,airdraws,N,8,"['air', 'draw', 's']",2,0.62
236,airflails,N,9,"['air', 'fl', 'ails']",2,0.67
237,airflift,N,8,"['air', 'fli', 'ft']",2,0.62
238,airgroin,N,8,"['air', 'gro', 'in']",2,0.62
239,airguild,N,8,"['air', 'gu', 'ild']",2,0.62
240,airguilds,N,9,"['air', 'gu', 'ild', 's']",3,0.56
241,airn,N,4,"['air', 'n']",1,0.5
242,airnos,N,6,"['air', 'no', 's']",2,0.5
243,airplop,N,7,"['air', 'pl', 'op']",2,0.57
244,airshall,N,8,"['air', 'shall']",1,0.75
245,airsouth,N,8,"['air', 'south']",1,0.75
246,airstares,N,9,"['air', 'st', 'ares']",2,0.67
247,airstash,N,8,"['air', 'st', 'ash']",2,0.62
248,airstay,N,7,"['air', 'stay']",1,0.71
249,airstrums,N,9,"['air', 'str', 'um', 's']",3,0.56
250,aistnale,N,8,"['a', 'ist', 'n', 'ale']",3,0.5
251,aists,N,5,"['a', 'ists']",1,0.6
252,aiths,N,5,"['a', 'ith', 's']",2,0.4
253,aits,N,4,"['a', 'its']",1,0.5
254,aive,N,4,"['a', 'ive']",1,0.5
255,aives,N,5,"['a', 'ives']",1,0.6
256,aize,N,4,"['a', 'ize']",1,0.5
257,ajeqous,N,7,"['aj', 'e', 'q', 'ous']",3,0.43
258,ajoin,N,5,"['a', 'join']",1,0.6
259,akcul,N,5,"['ak', 'c', 'ul']",2,0.4
260,akde,N,4,"['ak', 'de']",1,0.5
261,akes,N,4,['akes'],0,0.75
262,akhs,N,4,"['akh', 's']",1,0.5
263,akrade,N,6,"['ak', 'r', 'ade']",2,0.5
264,alade,N,5,"['al', 'ade']",1,0.6
265,alamp,N,5,"['al', 'amp']",1,0.6
266,alap,N,4,"['al', 'ap']",1,0.5
267,alaves,N,6,"['al', 'aves']",1,0.67
268,alawn,N,5,"['al', 'aw', 'n']",2,0.4
269,albole,N,6,"['al', 'bo', 'le']",2,0.5
270,albolls,N,7,"['al', 'bol', 'ls']",2,0.57
271,albust,N,6,"['al', 'b', 'ust']",2,0.5
272,alcas,N,5,"['al', 'cas']",1,0.6
273,alcimin,N,7,"['al', 'c', 'im', 'in']",3,0.43
274,alcirans,N,8,"['al', 'cir', 'ans']",2,0.62
275,aldims,N,6,"['ald', 'im', 's']",2,0.5
276,alesray,N,7,"['al', 'es', 'r', 'ay']",3,0.43
277,alfives,N,7,"['al', 'f', 'ives']",2,0.57
278,alfpard,N,7,"['al', 'f', 'p', 'ard']",3,0.43
279,aliels,N,6,"['al', 'ie', 'ls']",2,0.5
280,alked,N,5,"['alk', 'ed']",1,0.6
281,alkoe,N,5,"['alk', 'o', 'e']",2,0.4
282,alks,N,4,"['alk', 's']",1,0.5
283,allaced,N,7,"['all', 'ac', 'ed']",2,0.57
284,allahed,N,7,"['all', 'ah', 'ed']",2,0.57
285,allald,N,6,"['all', 'ald']",1,0.67
286,allaled,N,7,"['all', 'al', 'ed']",2,0.57
287,allape,N,6,"['all', 'ape']",1,0.67
288,allaps,N,6,"['all', 'aps']",1,0.67
289,allar,N,5,"['all', 'ar']",1,0.6
290,alldess,N,7,"['all', 'd', 'ess']",2,0.57
291,alldets,N,7,"['all', 'det', 's']",2,0.57
292,allim,N,5,"['all', 'im']",1,0.6
293,allint,N,6,"['all', 'int']",1,0.67
294,allired,N,7,"['al', 'li', 'red']",2,0.57
295,allob,N,5,"['al', 'lo', 'b']",2,0.4
296,allops,N,6,"['all', 'ops']",1,0.67
297,allou,N,5,"['all', 'ou']",1,0.6
298,allound,N,7,"['all', 'ound']",1,0.71
299,allsit,N,6,"['all', 'sit']",1,0.67
300,allye,N,5,"['ally', 'e']",1,0.6
301,almed,N,5,"['al', 'med']",1,0.6
302,almstreck,N,9,"['al', 'm', 'stre', 'ck']",3,0.56
303,aloid,N,5,"['al', 'o', 'id']",2,0.4
304,aloiled,N,7,"['al', 'oil', 'ed']",2,0.57
305,alolds,N,6,"['al', 'old', 's']",2,0.5
306,alord,N,5,"['al', 'ord']",1,0.6
307,aloss,N,5,"['al', 'o', 'ss']",2,0.4
308,alped,N,5,"['al', 'ped']",1,0.6
309,alpen,N,5,"['al', 'pen']",1,0.6
310,alping,N,6,"['al', 'ping']",1,0.67
311,alsehorts,N,9,"['al', 'se', 'h', 'ort', 's']",4,0.44
312,alspouch,N,8,"['al', 'sp', 'ou', 'ch']",3,0.5
313,alsund,N,6,"['als', 'und']",1,0.67
314,alsunds,N,7,"['als', 'un', 'ds']",2,0.57
315,althos,N,6,"['alth', 'os']",1,0.67
316,altzed,N,6,"['al', 't', 'z', 'ed']",3,0.33
317,alvim,N,5,"['al', 'v', 'im']",2,0.4
318,alylls,N,6,"['aly', 'll', 's']",2,0.5
319,amape,N,5,"['ama', 'pe']",1,0.6
320,amately,N,7,"['am', 'ately']",1,0.71
321,amaus,N,5,"['ama', 'us']",1,0.6
322,ambent,N,6,"['amb', 'ent']",1,0.67
323,ambents,N,7,"['amb', 'ents']",1,0.71
324,ambert,N,6,"['am', 'bert']",1,0.67
325,amberts,N,7,"['am', 'ber', 'ts']",2,0.57
326,ambess,N,6,"['amb', 'ess']",1,0.67
327,ambessed,N,8,"['amb', 'ess', 'ed']",2,0.62
328,ambets,N,6,"['am', 'be', 'ts']",2,0.5
329,ambic,N,5,"['amb', 'ic']",1,0.6
330,ambind,N,6,"['amb', 'ind']",1,0.67
331,ambs,N,4,"['amb', 's']",1,0.5
332,amcars,N,6,"['am', 'cars']",1,0.67
333,amed,N,4,['amed'],0,0.75
334,ameg,N,4,"['ame', 'g']",1,0.5
335,ameshed,N,7,"['ames', 'h', 'ed']",2,0.57
336,amett,N,5,"['am', 'et', 't']",2,0.4
337,amhance,N,7,"['am', 'h', 'ance']",2,0.57
338,amho,N,4,"['am', 'ho']",1,0.5
339,amiance,N,7,"['am', 'i', 'ance']",2,0.57
340,amias,N,5,"['am', 'i', 'as']",2,0.4
341,amibed,N,6,"['am', 'ib', 'ed']",2,0.5
342,amion,N,5,"['am', 'ion']",1,0.6
343,amiques,N,7,"['am', 'i', 'qu', 'es']",3,0.43
344,amise,N,5,"['am', 'ise']",1,0.6
345,amives,N,6,"['am', 'ives']",1,0.67
346,amler,N,5,"['am', 'ler']",1,0.6
347,amlers,N,6,"['am', 'l', 'ers']",2,0.5
348,amlo,N,4,"['am', 'lo']",1,0.5
349,amlos,N,5,"['am', 'los']",1,0.6
350,ammedes,N,7,"['am', 'med', 'es']",2,0.57
351,ammet,N,5,"['am', 'met']",1,0.6
352,ammete,N,6,"['am', 'met', 'e']",2,0.5
353,ammict,N,6,"['am', 'm', 'ict']",2,0.5
354,amna,N,4,"['am', 'na']",1,0.5
355,amning,N,6,"['am', 'ning']",1,0.67
356,amns,N,4,"['am', 'ns']",1,0.5
357,amom,N,4,"['am', 'om']",1,0.5
358,amoubt,N,6,"['am', 'ou', 'b', 't']",3,0.33
359,ampaigns,N,8,"['amp', 'aign', 's']",2,0.62
360,ampgrair,N,8,"['amp', 'gr', 'air']",2,0.62
361,ampgrairs,N,9,"['amp', 'gr', 'airs']",2,0.67
362,ampist,N,6,"['amp', 'ist']",1,0.67
363,ampiste,N,7,"['amp', 'ist', 'e']",2,0.57
364,amplal,N,6,"['am', 'pl', 'al']",2,0.5
365,amrays,N,6,"['am', 'r', 'ays']",2,0.5
366,amsha,N,5,"['ams', 'ha']",1,0.6
367,amsice,N,6,"['ams', 'ice']",1,0.67
368,amsine,N,6,"['ams', 'ine']",1,0.67
369,amtan,N,5,"['am', 't', 'an']",2,0.4
370,amwere,N,6,"['am', 'were']",1,0.67
371,amwight,N,7,"['am', 'w', 'ight']",2,0.57
372,anacs,N,5,"['an', 'ac', 's']",2,0.4
373,anains,N,6,"['an', 'ain', 's']",2,0.5
374,anarms,N,6,"['an', 'ar', 'ms']",2,0.5
375,anbet,N,5,"['an', 'bet']",1,0.6
376,anbrams,N,7,"['an', 'br', 'ams']",2,0.57
377,anceards,N,8,"['ance', 'ards']",1,0.75
378,anced,N,5,['anced'],0,0.8
379,anch,N,4,['anch'],0,0.75
380,ancher,N,6,"['anch', 'er']",1,0.67
381,anches,N,6,"['anch', 'es']",1,0.67
382,anchpays,N,8,"['anch', 'pay', 's']",2,0.62
383,anchta,N,6,"['anch', 'ta']",1,0.67
384,ancilled,N,8,"['anc', 'ill', 'ed']",2,0.62
385,ancing,N,6,['ancing'],0,0.83
386,ancoose,N,7,"['an', 'co', 'ose']",2,0.57
387,ancs,N,4,"['anc', 's']",1,0.5
388,ancy,N,4,['ancy'],0,0.75
389,andas,N,5,"['and', 'as']",1,0.6
390,andow,N,5,"['and', 'ow']",1,0.6
391,andrar,N,6,"['and', 'r', 'ar']",2,0.5
392,andrars,N,7,"['and', 'r', 'ars']",2,0.57
393,anea,N,4,"['ane', 'a']",1,0.5
394,aneat,N,5,"['ane', 'at']",1,0.6
395,aneau,N,5,"['ane', 'au']",1,0.6
396,anebome,N,7,"['ane', 'b', 'ome']",2,0.57
397,aned,N,4,"['an', 'ed']",1,0.5
398,anemns,N,6,"['an', 'em', 'ns']",2,0.5
399,aner,N,4,"['an', 'er']",1,0.5
400,anfals,N,6,"['an', 'f', 'als']",2,0.5
401,anfol,N,5,"['an', 'fol']",1,0.6
402,angder,N,6,"['ang', 'der']",1,0.67
403,angders,N,7,"['ang', 'd', 'ers']",2,0.57
404,angdete,N,7,"['ang', 'det', 'e']",2,0.57
405,angeing,N,7,"['ange', 'ing']",1,0.71
406,angies,N,6,"['ang', 'ies']",1,0.67
407,angkill,N,7,"['ang', 'kill']",1,0.71
408,angrired,N,8,"['an', 'gr', 'ired']",2,0.62
409,angsits,N,7,"['ang', 's', 'its']",2,0.57
410,anguals,N,7,"['ang', 'ual', 's']",2,0.57
411,anid,N,4,"['an', 'id']",1,0.5
412,anire,N,5,"['an', 'ire']",1,0.6
413,anired,N,6,"['an', 'ired']",1,0.67
414,ankhiles,N,8,"['ank', 'h', 'iles']",2,0.62
415,ankicks,N,7,"['ank', 'ick', 's']",2,0.57
416,anks,N,4,"['ank', 's']",1,0.5
417,annaled,N,7,"['ann', 'al', 'ed']",2,0.57
418,annalked,N,8,"['ann', 'alk', 'ed']",2,0.62
419,annatched,N,9,"['ann', 'atch', 'ed']",2,0.67
420,annaws,N,6,"['ann', 'aw', 's']",2,0.5
421,anned,N,5,['anned'],0,0.8
422,anneived,N,8,"['an', 'ne', 'ived']",2,0.62
423,annise,N,6,"['ann', 'ise']",1,0.67
424,anob,N,4,"['an', 'ob']",1,0.5
425,anom,N,4,"['an', 'om']",1,0.5
426,anopt,N,5,"['an', 'opt']",1,0.6
427,anote,N,5,"['an', 'ote']",1,0.6
428,ansham,N,6,"['an', 'sh', 'am']",2,0.5
429,anshrix,N,7,"['an', 'sh', 'r', 'ix']",3,0.43
430,anslipt,N,7,"['ans', 'li', 'pt']",2,0.57
431,ansshome,N,8,"['ans', 'sh', 'ome']",2,0.62
432,anst,N,4,"['an', 'st']",1,0.5
433,ansus,N,5,"['ans', 'us']",1,0.6
434,ansuy,N,5,"['an', 'su', 'y']",2,0.4
435,ansved,N,6,"['ans', 'ved']",1,0.67
436,answens,N,7,"['ans', 'w', 'ens']",2,0.57
437,antail,N,6,"['ant', 'ail']",1,0.67
438,antalves,N,8,"['ant', 'al', 'ves']",2,0.62
439,antarme,N,7,"['ant', 'ar', 'me']",2,0.57
440,antaxe,N,6,"['ant', 'ax', 'e']",2,0.5
441,antaxed,N,7,"['ant', 'ax', 'ed']",2,0.57
442,antay,N,5,"['ant', 'ay']",1,0.6
443,anteging,N,8,"['an', 'te', 'ging']",2,0.62
444,anthel,N,6,"['an', 'the', 'l']",2,0.5
445,anthorse,N,8,"['an', 'thor', 'se']",2,0.62
446,antiss,N,6,"['ant', 'iss']",1,0.67
447,antleres,N,8,"['ant', 'ler', 'es']",2,0.62
448,antox,N,5,"['an', 'to', 'x']",2,0.4
449,antu,N,4,"['ant', 'u']",1,0.5
450,antyl,N,5,"['ant', 'y', 'l']",2,0.4
451,anun,N,4,"['an', 'un']",1,0.5
452,anveashed,N,9,"['an', 've', 'ash', 'ed']",3,0.56
453,anvend,N,6,"['an', 'v', 'end']",2,0.5
454,anvy,N,4,"['an', 'v', 'y']",2,0.25
455,anwot,N,5,"['an', 'w', 'ot']",2,0.4
456,anx,N,3,['anx'],0,0.67
457,anyne,N,5,"['any', 'ne']",1,0.6
458,aoade,N,5,"['a', 'o', 'ade']",2,0.4
459,aoers,N,5,"['a', 'o', 'ers']",2,0.4
460,aoft,N,4,"['a', 'oft']",1,0.5
461,aouse,N,5,"['a', 'ouse']",1,0.6
462,apeard,N,6,"['ape', 'ard']",1,0.67
463,apeeve,N,6,"['ape', 'eve']",1,0.67
464,aper,N,4,['aper'],0,0.75
465,apests,N,6,"['ape', 'sts']",1,0.67
466,apevouse,N,8,"['ape', 'v', 'ouse']",2,0.62
467,apeze,N,5,"['ape', 'ze']",1,0.6
468,aphed,N,5,"['ap', 'h', 'ed']",2,0.4
469,aphoot,N,6,"['ap', 'ho', 'ot']",2,0.5
470,aphs,N,4,"['ap', 'h', 's']",2,0.25
471,apile,N,5,"['ap', 'ile']",1,0.6
472,apille,N,6,"['ap', 'ille']",1,0.67
473,apine,N,5,"['ap', 'ine']",1,0.6
474,apips,N,5,"['ap', 'ips']",1,0.6
475,aplol,N,5,"['a', 'pl', 'ol']",2,0.4
476,apock,N,5,"['ap', 'o', 'ck']",2,0.4
477,apose,N,5,"['ap', 'ose']",1,0.6
478,appalves,N,8,"['app', 'al', 'ves']",2,0.62
479,apper,N,5,"['ap', 'per']",1,0.6
480,appers,N,6,"['ap', 'pers']",1,0.67
481,appiant,N,7,"['app', 'iant']",1,0.71
482,appiene,N,7,"['app', 'i', 'ene']",2,0.57
483,appiened,N,8,"['app', 'i', 'ened']",2,0.62
484,appins,N,6,"['app', 'ins']",1,0.67
