,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
55,aarwouw,N,7,"['a', '##ar', '##wo', '##uw']",3,0.43
56,aat,N,3,"['a', '##at']",1,0.33
57,aatslas,N,7,"['a', '##ats', '##las']",2,0.57
58,ab,N,2,['ab'],0,0.5
59,abant,N,5,"['aban', '##t']",1,0.6
60,abbes,N,5,"['ab', '##bes']",1,0.6
61,abdent,N,6,"['abd', '##ent']",1,0.67
62,abert,N,5,"['abe', '##r', '##t']",2,0.4
63,abras,N,5,"['abra', '##s']",1,0.6
64,abree,N,5,"['abre', '##e']",1,0.6
65,absald,N,6,"['abs', '##ald']",1,0.67
66,absept,N,6,"['abs', '##ept']",1,0.67
67,abstrelt,N,8,"['abstr', '##elt']",1,0.75
68,abte,N,4,"['ab', '##te']",1,0.5
69,achterds,N,8,"['achter', '##ds']",1,0.75
70,achtjaan,N,8,"['acht', '##ja', '##an']",2,0.62
71,achts,N,5,"['acht', '##s']",1,0.6
72,acool,N,5,"['ac', '##ool']",1,0.6
73,acteept,N,7,"['acte', '##ept']",1,0.71
74,aden,N,4,"['ade', '##n']",1,0.5
75,adgent,N,6,"['ad', '##gent']",1,0.67
76,adhees,N,6,"['adh', '##ees']",1,0.67
77,adim,N,4,"['ad', '##im']",1,0.5
78,adit,N,4,"['ad', '##it']",1,0.5
79,adooi,N,5,"['ado', '##oi']",1,0.6
80,adrak,N,5,"['ad', '##rak']",1,0.6
81,adries,N,6,"['ad', '##ries']",1,0.67
82,aduus,N,5,"['ad', '##uus']",1,0.6
83,adwel,N,5,"['ad', '##wel']",1,0.6
84,adzie,N,5,"['ad', '##zie']",1,0.6
85,aeik,N,4,"['a', '##ei', '##k']",2,0.25
86,afbinst,N,7,"['af', '##bin', '##st']",2,0.57
87,afbrenk,N,7,"['af', '##bre', '##n', '##k']",3,0.43
88,afdrijk,N,7,"['afd', '##rijk']",1,0.71
89,afdrook,N,7,"['afd', '##rook']",1,0.71
90,afes,N,4,"['af', '##es']",1,0.5
91,afgas,N,5,"['afg', '##as']",1,0.6
92,afhoen,N,6,"['af', '##hoe', '##n']",2,0.5
93,afhoer,N,6,"['af', '##hoe', '##r']",2,0.5
94,afmoer,N,6,"['af', '##mo', '##er']",2,0.5
95,afmorst,N,7,"['af', '##mor', '##st']",2,0.57
96,afschef,N,7,"['afsche', '##f']",1,0.71
97,aftacht,N,7,"['aft', '##acht']",1,0.71
98,aftad,N,5,"['aft', '##ad']",1,0.6
99,aftijn,N,6,"['aft', '##ijn']",1,0.67
100,afuun,N,5,"['af', '##u', '##un']",2,0.4
101,afwers,N,6,"['afwe', '##rs']",1,0.67
102,ag,N,2,['ag'],0,0.5
103,aghu,N,4,"['ag', '##hu']",1,0.5
104,aghu's,N,6,"['ag', '##hu', ""'"", 's']",3,0.33
105,agi,N,3,['agi'],0,0.67
106,ahs,N,3,"['ah', '##s']",1,0.33
107,aillan,N,6,"['ail', '##lan']",1,0.67
108,ain,N,3,['ain'],0,0.67
109,ak,N,2,"['a', '##k']",1,0.0
110,ake,N,3,"['a', '##ke']",1,0.33
111,akhums,N,6,"['a', '##kh', '##ums']",2,0.5
112,akind,N,5,"['a', '##kind']",1,0.6
113,akkeeld,N,7,"['akk', '##eel', '##d']",2,0.57
114,akkent,N,6,"['akk', '##ent']",1,0.67
115,akloop,N,6,"['a', '##kl', '##oop']",2,0.5
116,akse,N,4,"['a', '##ks', '##e']",2,0.25
117,akter,N,5,"['a', '##kte', '##r']",2,0.4
118,akwal,N,5,"['a', '##kw', '##al']",2,0.4
119,alars,N,5,"['alar', '##s']",1,0.6
120,albecht,N,7,"['alb', '##echt']",1,0.71
121,alde,N,4,"['ald', '##e']",1,0.5
122,aldenkt,N,7,"['ald', '##enkt']",1,0.71
123,alders,N,6,"['ald', '##ers']",1,0.67
124,aldes,N,5,"['ald', '##es']",1,0.6
125,aleem,N,5,"['ale', '##em']",1,0.6
126,alerf,N,5,"['aler', '##f']",1,0.6
127,alfaar,N,6,"['alf', '##aar']",1,0.67
128,alfjaar,N,7,"['alf', '##jaar']",1,0.71
129,algang,N,6,"['alg', '##ang']",1,0.67
130,algel,N,5,"['alg', '##el']",1,0.6
131,algoei,N,6,"['algo', '##ei']",1,0.67
132,alhom,N,5,"['al', '##ho', '##m']",2,0.4
133,almeid,N,6,"['alm', '##eid']",1,0.67
134,almes,N,5,"['alm', '##es']",1,0.6
135,alteems,N,7,"['alt', '##ee', '##ms']",2,0.57
136,altisch,N,7,"['alt', '##isch']",1,0.71
137,alvang,N,6,"['al', '##vang']",1,0.67
138,alve,N,4,"['al', '##ve']",1,0.5
139,alvier,N,6,"['al', '##vier']",1,0.67
140,ambtaan,N,7,"['ambt', '##aan']",1,0.71
141,ame,N,3,"['am', '##e']",1,0.33
142,amfer,N,5,"['am', '##fer']",1,0.6
143,amliep,N,6,"['am', '##liep']",1,0.67
144,amme,N,4,"['am', '##me']",1,0.5
145,ammer,N,5,"['am', '##mer']",1,0.6
146,amnaan,N,6,"['am', '##na', '##an']",2,0.5
147,amoen,N,5,"['amo', '##en']",1,0.6
148,ampkrag,N,7,"['amp', '##kra', '##g']",2,0.57
149,ampkrig,N,7,"['amp', '##kr', '##ig']",2,0.57
150,amplaas,N,7,"['ampl', '##aas']",1,0.71
151,ampland,N,7,"['ampl', '##and']",1,0.71
152,amret,N,5,"['am', '##ret']",1,0.6
153,ams,N,3,"['am', '##s']",1,0.33
154,amschaak,N,8,"['am', '##sch', '##aak']",2,0.62
155,amslaan,N,7,"['am', '##slaan']",1,0.71
156,amstuk,N,6,"['am', '##stuk']",1,0.67
157,amtrand,N,7,"['am', '##tra', '##nd']",2,0.57
158,amvocht,N,7,"['am', '##vo', '##cht']",2,0.57
159,anam,N,4,"['an', '##am']",1,0.5
160,anda,N,4,['anda'],0,0.75
161,andang,N,6,"['anda', '##ng']",1,0.67
162,andicht,N,7,"['and', '##icht']",1,0.71
163,andooi,N,6,"['and', '##oo', '##i']",2,0.5
164,andos,N,5,"['and', '##os']",1,0.6
165,anen,N,4,"['an', '##en']",1,0.5
166,anghoord,N,8,"['ang', '##hoord']",1,0.75
167,anghoordt,N,9,"['ang', '##hoord', '##t']",2,0.67
168,angrans,N,7,"['ang', '##rans']",1,0.71
169,angstzwaam,N,10,"['angst', '##zw', '##aam']",2,0.7
170,angszee,N,7,"['ang', '##s', '##zee']",2,0.57
171,angt,N,4,"['ang', '##t']",1,0.5
172,annast,N,6,"['ann', '##ast']",1,0.67
173,annue,N,5,"['ann', '##ue']",1,0.6
174,anpo,N,4,"['an', '##po']",1,0.5
175,anre,N,4,"['an', '##re']",1,0.5
176,anren,N,5,"['an', '##ren']",1,0.6
177,ansels,N,6,"['ans', '##els']",1,0.67
178,antrog,N,6,"['ant', '##rog']",1,0.67
179,antsteel,N,8,"['ant', '##ste', '##el']",2,0.62
180,anveen,N,6,"['an', '##veen']",1,0.67
181,anver,N,5,"['an', '##ver']",1,0.6
182,anwaar,N,6,"['an', '##waar']",1,0.67
183,anwin,N,5,"['an', '##win']",1,0.6
184,anzecht,N,7,"['an', '##ze', '##cht']",2,0.57
185,anzert,N,6,"['an', '##zer', '##t']",2,0.5
186,anzucht,N,7,"['an', '##zucht']",1,0.71
187,ap,N,2,['ap'],0,0.5
188,apaan,N,5,"['ap', '##aan']",1,0.6
189,apel,N,4,['apel'],0,0.75
190,apers,N,5,"['aper', '##s']",1,0.6
191,apgels,N,6,"['ap', '##gels']",1,0.67
192,apneet,N,6,"['ap', '##nee', '##t']",2,0.5
193,apos,N,4,"['ap', '##os']",1,0.5
194,appen,N,5,"['appe', '##n']",1,0.6
195,appes,N,5,"['appe', '##s']",1,0.6
196,appis,N,5,"['app', '##is']",1,0.6
197,aps,N,3,"['ap', '##s']",1,0.33
198,apteer,N,6,"['apt', '##eer']",1,0.67
199,aptiem,N,6,"['apt', '##iem']",1,0.67
200,ard,N,3,['ard'],0,0.67
201,ardaak,N,6,"['ard', '##aak']",1,0.67
202,arder,N,5,"['ard', '##er']",1,0.6
203,ardeur,N,6,"['ard', '##eur']",1,0.67
204,ardog,N,5,"['ard', '##og']",1,0.6
205,arf,N,3,"['ar', '##f']",1,0.33
206,arkee,N,5,"['ar', '##kee']",1,0.6
207,arkweef,N,7,"['ar', '##kw', '##ee', '##f']",3,0.43
208,armers,N,6,"['armer', '##s']",1,0.67
209,arnast,N,6,"['arna', '##st']",1,0.67
210,arnient,N,7,"['ar', '##nie', '##nt']",2,0.57
211,arrijd,N,6,"['arr', '##ijd']",1,0.67
212,arschrift,N,9,"['ar', '##schrift']",1,0.78
213,arschrikt,N,9,"['ar', '##schr', '##ikt']",2,0.67
214,arsel,N,5,"['ar', '##sel']",1,0.6
215,arsels,N,6,"['ar', '##sel', '##s']",2,0.5
216,arsen,N,5,['arsen'],0,0.8
217,arslag,N,6,"['ar', '##slag']",1,0.67
218,artij,N,5,"['art', '##ij']",1,0.6
219,artocht,N,7,"['art', '##och', '##t']",2,0.57
220,arvaar,N,6,"['ar', '##vaar']",1,0.67
221,arweg,N,5,"['ar', '##weg']",1,0.6
222,arwies,N,6,"['ar', '##wi', '##es']",2,0.5
223,arza,N,4,"['ar', '##za']",1,0.5
224,arzie,N,5,"['ar', '##zie']",1,0.6
225,asca's,N,6,"['asc', '##a', ""'"", 's']",3,0.33
226,asen,N,4,"['ase', '##n']",1,0.5
227,asfonk,N,6,"['asf', '##onk']",1,0.67
228,asgaan,N,6,"['as', '##gaan']",1,0.67
229,asgroef,N,7,"['as', '##groe', '##f']",2,0.57
230,asha,N,4,"['ash', '##a']",1,0.5
231,ashaar,N,6,"['ash', '##aar']",1,0.67
232,asho,N,4,"['ash', '##o']",1,0.5
233,askad,N,5,"['ask', '##ad']",1,0.6
234,asker,N,5,"['ask', '##er']",1,0.6
235,askers,N,6,"['ask', '##ers']",1,0.67
236,asleer,N,6,"['as', '##lee', '##r']",2,0.5
237,asmars,N,6,"['as', '##mars']",1,0.67
238,asnact,N,6,"['as', '##na', '##ct']",2,0.5
239,asser,N,5,"['asse', '##r']",1,0.6
240,assiek,N,6,"['assi', '##ek']",1,0.67
241,asstel,N,6,"['ass', '##tel']",1,0.67
242,astee,N,5,"['ast', '##ee']",1,0.6
243,asts,N,4,"['ast', '##s']",1,0.5
244,asuun,N,5,"['as', '##u', '##un']",2,0.4
245,ate,N,3,['ate'],0,0.67
246,atel,N,4,"['ate', '##l']",1,0.5
247,atens,N,5,"['aten', '##s']",1,0.6
248,atert,N,5,"['ater', '##t']",1,0.6
249,atgal,N,5,"['at', '##ga', '##l']",2,0.4
250,aths,N,4,"['ath', '##s']",1,0.5
251,atkang,N,6,"['at', '##kan', '##g']",2,0.5
252,atrim,N,5,"['atr', '##im']",1,0.6
253,atroer,N,6,"['atr', '##oe', '##r']",2,0.5
254,atroop,N,6,"['atr', '##oop']",1,0.67
255,ats,N,3,"['at', '##s']",1,0.33
256,atslond,N,7,"['at', '##sl', '##ond']",2,0.57
257,atter,N,5,['atter'],0,0.8
258,atzas,N,5,"['at', '##zas']",1,0.6
259,aulaars,N,7,"['aula', '##ars']",1,0.71
260,auleer,N,6,"['au', '##lee', '##r']",2,0.5
261,aupurg,N,6,"['au', '##pur', '##g']",2,0.5
262,aurast,N,6,"['aura', '##st']",1,0.67
263,avels,N,5,"['ave', '##ls']",1,0.6
264,aven,N,4,['aven'],0,0.75
265,averst,N,6,"['avers', '##t']",1,0.67
266,avinst,N,6,"['av', '##inst']",1,0.67
267,ax,N,2,['ax'],0,0.5
268,azems,N,5,"['az', '##ems']",1,0.6
269,azzes,N,5,"['az', '##zes']",1,0.6
270,ba's,N,4,"['ba', ""'"", 's']",2,0.25
271,baadgaard,N,9,"['ba', '##ad', '##gaard']",2,0.67
272,baadstronk,N,10,"['ba', '##ads', '##tron', '##k']",3,0.6
273,baadwerk,N,8,"['ba', '##ad', '##werk']",2,0.62
274,baaf,N,4,"['ba', '##af']",1,0.5
275,baag,N,4,"['ba', '##ag']",1,0.5
276,baagt,N,5,"['ba', '##agt']",1,0.6
277,baaiend,N,7,"['ba', '##aien', '##d']",2,0.57
278,baakschap,N,9,"['ba', '##aks', '##chap']",2,0.67
279,baam,N,4,"['ba', '##am']",1,0.5
280,baamde,N,6,"['ba', '##am', '##de']",2,0.5
281,baamgriep,N,9,"['ba', '##am', '##griep']",2,0.67
282,baap,N,4,"['ba', '##ap']",1,0.5
283,baarsen,N,7,"['baar', '##sen']",1,0.71
284,baarsten,N,8,"['baar', '##sten']",1,0.75
285,baartlui,N,8,"['baar', '##t', '##lu', '##i']",3,0.5
286,baastman,N,8,"['baas', '##t', '##man']",2,0.62
287,baatmerg,N,8,"['ba', '##at', '##merg']",2,0.62
288,bab,N,3,['bab'],0,0.67
289,bacht,N,5,"['bach', '##t']",1,0.6
290,bachten,N,7,"['bach', '##ten']",1,0.71
291,bachter,N,7,"['bach', '##ter']",1,0.71
292,bachtjes,N,8,"['bach', '##tjes']",1,0.75
293,bachtte,N,7,"['bach', '##tte']",1,0.71
294,bachtten,N,8,"['bach', '##tte', '##n']",2,0.62
295,bactris,N,7,"['bact', '##ris']",1,0.71
296,badgad,N,6,"['bad', '##ga', '##d']",2,0.5
297,badhots,N,7,"['bad', '##hots']",1,0.71
298,badsen,N,6,"['bad', '##sen']",1,0.67
299,badses,N,6,"['bad', '##se', '##s']",2,0.5
300,badstaard,N,9,"['bad', '##sta', '##ard']",2,0.67
301,badu,N,4,"['bad', '##u']",1,0.5
302,badwiep,N,7,"['bad', '##wi', '##ep']",2,0.57
303,baf,N,3,"['ba', '##f']",1,0.33
304,bafdoe,N,6,"['ba', '##fd', '##oe']",2,0.5
305,bafel,N,5,"['ba', '##fe', '##l']",2,0.4
306,bafin,N,5,"['ba', '##fin']",1,0.6
307,bafjes,N,6,"['ba', '##f', '##jes']",2,0.5
308,bafrand,N,7,"['ba', '##fra', '##nd']",2,0.57
309,baft,N,4,"['ba', '##ft']",1,0.5
310,bagden,N,6,"['bag', '##den']",1,0.67
311,bagen,N,5,"['bag', '##en']",1,0.6
312,bagjus,N,6,"['bag', '##jus']",1,0.67
313,bai,N,3,"['ba', '##i']",1,0.33
314,baims,N,5,"['ba', '##ims']",1,0.6
315,bair,N,4,"['ba', '##ir']",1,0.5
316,bakhoed,N,7,"['bak', '##hoe', '##d']",2,0.57
317,bakke,N,5,"['bak', '##ke']",1,0.6
318,bakmuits,N,8,"['bak', '##mu', '##its']",2,0.62
319,bakmuw,N,6,"['bak', '##mu', '##w']",2,0.5
320,bakstel,N,7,"['bak', '##stel']",1,0.71
321,bakstels,N,8,"['bak', '##stel', '##s']",2,0.62
322,bakwerk,N,7,"['bak', '##werk']",1,0.71
323,baldet,N,6,"['bald', '##et']",1,0.67
324,baldien,N,7,"['bald', '##ien']",1,0.71
325,baldin,N,6,"['bald', '##in']",1,0.67
326,balept,N,6,"['bale', '##pt']",1,0.67
327,balfuwt,N,7,"['bal', '##fu', '##w', '##t']",3,0.43
328,balgert,N,7,"['bal', '##ger', '##t']",2,0.57
329,balget,N,6,"['bal', '##get']",1,0.67
330,balig,N,5,"['bal', '##ig']",1,0.6
331,balik,N,5,"['bal', '##ik']",1,0.6
332,balin,N,5,"['bal', '##in']",1,0.6
333,balla,N,5,"['ball', '##a']",1,0.6
334,balle,N,5,['balle'],0,0.8
335,ballpicks,N,9,"['ball', '##pic', '##ks']",2,0.67
336,balme,N,5,"['bal', '##me']",1,0.6
337,balven,N,6,"['bal', '##ven']",1,0.67
338,bam,N,3,"['ba', '##m']",1,0.33
339,bamaat,N,6,"['ba', '##maat']",1,0.67
340,bamdees,N,7,"['ba', '##m', '##dee', '##s']",3,0.43
341,bamen,N,5,"['ba', '##men']",1,0.6
342,bamier,N,6,"['ba', '##mie', '##r']",2,0.5
343,bammen,N,6,"['ba', '##mm', '##en']",2,0.5
344,bamp,N,4,"['ba', '##mp']",1,0.5
345,bamser,N,6,"['ba', '##ms', '##er']",2,0.5
346,bamweg,N,6,"['ba', '##m', '##weg']",2,0.5
347,banbons,N,7,"['ban', '##bons']",1,0.71
348,bancon,N,6,"['banco', '##n']",1,0.67
349,bandins,N,7,"['band', '##ins']",1,0.71
350,baneer,N,6,"['ban', '##eer']",1,0.67
351,banjaar,N,7,"['ban', '##jaar']",1,0.71
352,bankeert,N,8,"['bank', '##eert']",1,0.75
353,bankhaaf,N,8,"['bank', '##ha', '##af']",2,0.62
354,bankrein,N,8,"['bank', '##rein']",1,0.75
355,bannens,N,7,"['bann', '##ens']",1,0.71
356,bannons,N,7,"['bann', '##ons']",1,0.71
357,banon,N,5,"['ban', '##on']",1,0.6
358,bans,N,4,['bans'],0,0.75
359,banze,N,5,"['ban', '##ze']",1,0.6
360,bap,N,3,"['ba', '##p']",1,0.33
361,bapen,N,5,"['ba', '##pen']",1,0.6
362,bapje,N,5,"['ba', '##p', '##je']",2,0.4
363,bapjes,N,6,"['ba', '##p', '##jes']",2,0.5
364,bappen,N,6,"['ba', '##ppen']",1,0.67
365,bapte,N,5,"['bapt', '##e']",1,0.6
366,bardjas,N,7,"['bard', '##jas']",1,0.71
367,bargaart,N,8,"['barg', '##aart']",1,0.75
368,bargdall,N,8,"['barg', '##dal', '##l']",2,0.62
369,barhoord,N,8,"['bar', '##hoord']",1,0.75
370,barin,N,5,"['bar', '##in']",1,0.6
371,barkje,N,6,"['bar', '##k', '##je']",2,0.5
372,barkjes,N,7,"['bar', '##k', '##jes']",2,0.57
373,barmde,N,6,"['bar', '##m', '##de']",2,0.5
374,barsen,N,6,"['bars', '##en']",1,0.67
375,barte,N,5,"['bar', '##te']",1,0.6
376,barten,N,6,"['bar', '##ten']",1,0.67
377,bartjes,N,7,"['bar', '##tjes']",1,0.71
378,barts,N,5,"['bar', '##ts']",1,0.6
379,bartte,N,6,"['bar', '##tte']",1,0.67
380,bartten,N,7,"['bar', '##tte', '##n']",2,0.57
381,barzier,N,7,"['bar', '##zier']",1,0.71
382,basbaal,N,7,"['bas', '##ba', '##al']",2,0.57
383,baseft,N,6,"['base', '##ft']",1,0.67
384,basmes,N,6,"['bas', '##mes']",1,0.67
385,basoopt,N,7,"['bas', '##oop', '##t']",2,0.57
386,bassat,N,6,"['bass', '##at']",1,0.67
387,bastet,N,6,"['bast', '##et']",1,0.67
388,bastoorns,N,9,"['bast', '##oorn', '##s']",2,0.67
389,bastoots,N,8,"['bast', '##oots']",1,0.75
390,batak,N,5,"['bata', '##k']",1,0.6
391,batans,N,6,"['bata', '##ns']",1,0.67
392,bater,N,5,['bater'],0,0.8
393,baters,N,6,"['bater', '##s']",1,0.67
394,batgrond,N,8,"['bat', '##grond']",1,0.75
395,batje,N,5,"['bat', '##je']",1,0.6
396,batpad,N,6,"['bat', '##pad']",1,0.67
397,baven,N,5,"['bav', '##en']",1,0.6
398,baver,N,5,"['bav', '##er']",1,0.6
399,baxen,N,5,"['ba', '##x', '##en']",2,0.4
400,bazeegd,N,7,"['ba', '##zee', '##gd']",2,0.57
401,beaart,N,6,"['be', '##aart']",1,0.67
402,beaasd,N,6,"['be', '##aas', '##d']",2,0.5
403,beals,N,5,"['be', '##als']",1,0.6
404,bealy,N,5,"['be', '##aly']",1,0.6
405,beb,N,3,['beb'],0,0.67
406,bebaaid,N,7,"['beb', '##aaid']",1,0.71
407,bebaard,N,7,"['beb', '##aard']",1,0.71
408,bebeelt,N,7,"['beb', '##eel', '##t']",2,0.57
409,bebenkt,N,7,"['beb', '##enkt']",1,0.71
410,bebest,N,6,"['beb', '##est']",1,0.67
411,bebied,N,6,"['beb', '##ied']",1,0.67
412,bebijk,N,6,"['beb', '##ijk']",1,0.67
413,beblier,N,7,"['beb', '##lier']",1,0.71
414,bebon,N,5,"['beb', '##on']",1,0.6
415,bebrenst,N,8,"['beb', '##ren', '##st']",2,0.62
416,becht,N,5,"['bec', '##ht']",1,0.6
417,bechte,N,6,"['bec', '##ht', '##e']",2,0.5
418,bechter,N,7,"['bec', '##ht', '##er']",2,0.57
419,bechtste,N,8,"['bec', '##ht', '##ste']",2,0.62
420,becling,N,7,"['bec', '##ling']",1,0.71
421,becten,N,6,"['bec', '##ten']",1,0.67
422,bedaarn,N,7,"['bed', '##aar', '##n']",2,0.57
423,bedaft,N,6,"['bed', '##aft']",1,0.67
424,bedams,N,6,"['bed', '##ams']",1,0.67
425,bedangt,N,7,"['bed', '##ang', '##t']",2,0.57
426,bedeefd,N,7,"['bed', '##ee', '##fd']",2,0.57
427,bedinct,N,7,"['bed', '##inct']",1,0.71
428,bedit,N,5,"['bed', '##it']",1,0.6
429,bedkrui,N,7,"['bed', '##kru', '##i']",2,0.57
430,bedlijk,N,7,"['bed', '##lijk']",1,0.71
431,bedoept,N,7,"['bedo', '##ept']",1,0.71
432,bedoogt,N,7,"['bedo', '##og', '##t']",2,0.57
433,bedraalt,N,8,"['bed', '##raal', '##t']",2,0.62
434,bedraam,N,7,"['bed', '##ra', '##am']",2,0.57
435,bedraar,N,7,"['bed', '##ra', '##ar']",2,0.57
436,bedraast,N,8,"['bed', '##ra', '##ast']",2,0.62
437,bedraat,N,7,"['bed', '##raat']",1,0.71
438,bedram,N,6,"['bed', '##ram']",1,0.67
439,bedreedt,N,8,"['bedre', '##edt']",1,0.75
440,bedreesd,N,8,"['bedre', '##es', '##d']",2,0.62
441,bedreim,N,7,"['bedre', '##im']",1,0.71
442,bedrekt,N,7,"['bedre', '##kt']",1,0.71
443,bedrend,N,7,"['bedre', '##nd']",1,0.71
444,bedriem,N,7,"['bedrie', '##m']",1,0.71
445,bedriet,N,7,"['bedrie', '##t']",1,0.71
446,bedrijdt,N,8,"['bedrij', '##dt']",1,0.75
447,bedrijns,N,8,"['bedrij', '##ns']",1,0.75
448,bedro,N,5,"['bed', '##ro']",1,0.6
449,bedroed,N,7,"['bed', '##roe', '##d']",2,0.57
450,bedroem,N,7,"['bed', '##roe', '##m']",2,0.57
451,bedroeps,N,8,"['bed', '##roep', '##s']",2,0.62
452,bedroept,N,8,"['bed', '##roep', '##t']",2,0.62
453,bedrok,N,6,"['bed', '##ro', '##k']",2,0.5
454,bedult,N,6,"['bed', '##ult']",1,0.67
455,bedwalt,N,7,"['bed', '##wal', '##t']",2,0.57
456,bee,N,3,"['be', '##e']",1,0.33
457,beed,N,4,"['be', '##ed']",1,0.5
458,beeds,N,5,"['be', '##eds']",1,0.6
459,beedt,N,5,"['be', '##edt']",1,0.6
460,beedwerk,N,8,"['be', '##ed', '##werk']",2,0.62
461,beeg,N,4,"['be', '##eg']",1,0.5
462,beeke,N,5,"['be', '##eke']",1,0.6
463,beel,N,4,"['be', '##el']",1,0.5
464,beelde,N,6,"['beeld', '##e']",1,0.67
465,beeldpoos,N,9,"['beeld', '##po', '##os']",2,0.67
466,beeltjes,N,8,"['be', '##eltjes']",1,0.75
467,beem,N,4,"['be', '##em']",1,0.5
468,beening,N,7,"['been', '##ing']",1,0.71
469,beepbeeld,N,9,"['be', '##ep', '##beeld']",2,0.67
470,beernen,N,7,"['beer', '##nen']",1,0.71
471,bees,N,4,"['be', '##es']",1,0.5
472,beesden,N,7,"['be', '##es', '##den']",2,0.57
473,beestschaak,N,11,"['beest', '##sch', '##aak']",2,0.73
474,beestschern,N,11,"['beest', '##sche', '##r', '##n']",3,0.64
475,beeten,N,6,"['beet', '##en']",1,0.67
476,beeter,N,6,"['beet', '##er']",1,0.67
477,beetwand,N,8,"['beet', '##wand']",1,0.75
478,befijpt,N,7,"['be', '##fi', '##j', '##pt']",3,0.43
479,befluit,N,7,"['be', '##fl', '##uit']",2,0.57
480,beg,N,3,['beg'],0,0.67
481,begaald,N,7,"['beg', '##aald']",1,0.71
482,begaard,N,7,"['beg', '##aard']",1,0.71
483,begalt,N,6,"['beg', '##alt']",1,0.67
484,begast,N,6,"['beg', '##ast']",1,0.67
485,begen,N,5,"['beg', '##en']",1,0.6
486,begielt,N,7,"['beg', '##iel', '##t']",2,0.57
487,beglank,N,7,"['beg', '##lan', '##k']",2,0.57
488,begook,N,6,"['beg', '##ook']",1,0.67
489,begookt,N,7,"['beg', '##ook', '##t']",2,0.57
490,begram,N,6,"['begr', '##am']",1,0.67
491,begrast,N,7,"['begr', '##ast']",1,0.71
492,begriet,N,7,"['begr', '##iet']",1,0.71
